Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
25.000.2505508.2020,SECRETARIA DE ESTADO DA SAÚDE,20/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"13.586,40",
25.000.906527.2020,SECRETARIA DE ESTADO DA SAÚDE,20/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (LENALIDOMIDA 25MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"150.447,78",
25.205.001053.2020,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,20/07/2020,AQUISIÇÃO DE MATERIAL MÉDICO PARA ENFRENTAMENTO AO COVID 19,27.711.259/0001-0 - CENTRAL CIRÚRGICA,"90.000,00",
25.213.000466.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,20/07/2020,AQUISIÇÃO DE MEDICAMENTOS PARA ALA COVID-19,28.525.575/0001-47 - RJ MATERIAL MÉDICO HOSPITALAR LTDA- ME,"3.920,00",
25.239.000597.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,20/07/2020,MATERIAL HOSPITALAR,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"4.211,06",
25.239.000598.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,20/07/2020,MATERIAL HOSPITALAR,11.449.180/0001-00 - DPROSMED - DISTRIBUIDORA DE PRODUTOS MEDICO HOSPITALARES LTDA,"26.158,00",
25.239.000599.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,20/07/2020,MATERIAL HOSPITALAR,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"1.921,50",
26.201.006173.2020,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,20/07/2020,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO E INSTALAÇÃO DE PAINÉIS PROTETORES EM LONA PVC,24.985.256/0001-63 - FRANCISCO RIBEIRO DA SILVA - ME,"44,00",
25.000.2606566.2020,SECRETARIA DE ESTADO DA SAÚDE,21/07/2020,AQUISIÇÃO EMERGENCIAL DE 02 (DOIS) FREEZERS VERTICAIS ,78.589.504/0001-86 - INDREL INDUSTRIA DE REFRIGERACAO LONDRINENSE LTDA,"60.000,00",
25.239.000561.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,21/07/2020,PRESTAÇÃO DE SERVIÇO ESPECIALIZADO,18.368.351/0001-15 - MANUELLA GLORIA AVELAR VERAS,"23.382,00",
15.000.000505.2020,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,22/07/2020,REFORMA DA SALA DO SETOR DE SUPRIMENTOS E MANUTENÇÃO DE COMUNICAÇÃO DA DAL DA PMPB,31.332.593/0001-17 - IDSET SERVIÇOS E CONSTRUÇÕES EIRELI,"32.500,00",
25.000.1606539.2020,SECRETARIA DE ESTADO DA SAÚDE,22/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"33.283,92",
25.000.1805517.2020,SECRETARIA DE ESTADO DA SAÚDE,22/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (INSULINA ASPART) ,06.081.203/0001-36 - HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA,"997.600,00",
25.216.001122.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,22/07/2020,AQUISIÇÃO DE MATERIAL HOSPITALAR DESTINADA AO COMBATE AO COVID-19,08.965.403/0001-87 - CARLO STÊNIO SARMENTO COSTA - ME,"43.224,00",
25.000.405571.2020,SECRETARIA DE ESTADO DA SAÚDE,23/07/2020,EMERGENCIAL DE MEDICAMENTO (VENETOCLAX 100MG) ,15.800.545/0003-11 - ABBVIE FARMACEUTICA LTDA,"413.460,00",
25.000.906526.2020,SECRETARIA DE ESTADO DA SAÚDE,23/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (LIRAGLUTIDA),06.081.203/0001-36 - HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA,"14.311,26",
25.213.000490.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,23/07/2020,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA ALA COVID-19,27.543.994/0001-49 - EMANUELLA DE ASEVEDO ANDRADE,"2.967,80",
25.213.000531.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,23/07/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA ALA COVID-19,18.535.927/0001-91 - MARX RANIELDES SOARES DE SOUZA,"1.256,00",
25.216.000938.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,23/07/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO DESTINADA AO COMBATE AO COVID-19,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS ME,"57.088,00",
25.216.000939.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,23/07/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO DESTINADA AO COMBATE AO COVID-19,23.708.247/0001-62 - MAIOR CLEAN COMERCIO VAREJISTA DE INSTRUMENTOS CIRURGICOS EIRELI - ME,"4.386,00",
25.239.000602.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,23/07/2020,AQUISIÇÃO DE EPIS´S ,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"14.196,60",
25.239.000607.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,23/07/2020,EPC PARA MANUTENÇÃO,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"3.030,80",
25.239.000608.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,23/07/2020,AQUISIÇÃO DE MEDICAMENTOS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","550,00",
25.000.806576.2020,SECRETARIA DE ESTADO DA SAÚDE,24/07/2020,EMERGENCIAL DE MEDICAMENTOS (GABAPENTINA 300MG E 400MG),09.053.134/0002-26 - ELFA MEDICAMENTOS S.A,"191.962,98",
25.216.000822.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,24/07/2020,AQUISIÇÃO DE MATERIAL MEDICO  ESPECIAL,27.664.639/0001-28 - W FELIPE DA SILVA EIRELI - ME,"80.900,00",
25.216.000897.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,24/07/2020,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR,06.948.769/0002-01 - TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA,"17.280,00",
25.216.001186.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,24/07/2020,AQUISIÇÃO DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"15.314,32",
25.239.000615.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,24/07/2020,MATERIAL HOSPITALAR OPME,06.204.103/0001-50 - R S DOS SANTOS COMERCIO,"5.352,00",
15.201.001005.2020,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,27/07/2020,MANUTENÇÃO EM VEÍCULOS (FORNECIMENTO DE PEÇAS E ACESSÓRIOS ORIGINAIS),34.906.554/0001-74 - JOSÉ IVAN DE ARAÚJO,"10.110,00",
25.000.1307507.2020,SECRETARIA DE ESTADO DA SAÚDE,27/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"49.847,40",
25.210.000112.2020,SES/HOSPITAL REGIONAL DE PATOS,27/07/2020,SERVIÇO DE GASOMETRIA,01.274.126/0001-17 - D OXXI NORDESTE LTDA-ME,"140.210,00",
25.239.000619.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,27/07/2020,MATERIAL MANUTENÇÃO ENGENHARIA,33.932.061/0001-46 - LEÃO SERVIÇO E COMERCIO VAREJISTA DE ELETROELETRÔNICO LTDA,"3.120,00",
30.000.055437.2020,ENCARGOS GERAIS DO ESTADO,27/07/2020,LOCAÇÃO DE IMÓVEL DESTACAMENTO DA POLÍCIA MILITAR EM NOVA FLORESTA,050.380.414-26 - CAROLINA LICA DA SILVA SANTOS,"15.600,00",
22.204.001181.2020,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,28/07/2020,PRESTAÇÃO DE SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"36.000,00",
25.000.906530.2020,SECRETARIA DE ESTADO DA SAÚDE,28/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"149.994,88",
25.216.000762.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,28/07/2020,AQUISIÇÃO DE MATERIAL HOSPITALAR DESTINADA AO COMBATE AO COVID-19,41.211.160/0001-67 - BERNARDO RUFINO LEITE,"10.678,81",
25.216.001081.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,28/07/2020,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR ,37.198.222/0001-70 - MB DISTRIBUIÇÃO E REPRESENTAÇÃO LTDA,"109.000,00",
25.239.000620.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"35.944,50",
25.239.000621.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,21.596.736/0001-44 - ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,"914,80",
25.239.000622.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,"163,20",
25.239.000623.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,"7.602,60",
25.239.000624.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,"873,60",
25.239.000625.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,12.882.932/0001-94 - EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA,"32.905,80",
25.239.000626.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"171.672,20",
25.239.000627.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","4.573,00",
25.239.000628.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/07/2020,AQUISIÇÃO DE MEDICAMENTOS,03.817.043/0001-52 - PHARMAPLUS  LTDA,"506,40",
30.000.415801.2020,ENCARGOS GERAIS DO ESTADO,28/07/2020,LOCAÇÃO DE IMÓVEL NÚCLEO DE ENTOMOLOGIA E PESQUISA OPERACIONAL ,343.714.434-00 - CLAUDIA SILVA LESSA FEITOSA VIRGOLINO,"36.000,00",
09.202.000167.2020,CCG/AGÊNCIA DE REGULAÇÃO DO ESTADO DA PARAÍBA,29/07/2020,CONTRATAR SERVIÇOS MANUTENÇÃO PREVENTIVA E CORRETIVA EM APARELHOS DE AR CONDICIONADO.,40.964.157/0001-51 - JOAO SIMOES DO CARMO - ME,"1.231,48",
25.205.001057.2020,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,29/07/2020,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS ,04.462.687/0001-38 - CHRISTIANNY MAROJA,"312.840,96",
25.213.000586.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,29/07/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA ALA COVID-19,18.535.927/0001-91 - MARX RANIELDES SOARES DE SOUZA,"2.386,50",
25.213.000633.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,29/07/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO PARA ALA COVID-19,27.543.994/0001-49 - EMANUELLA DE ASEVEDO ANDRADE,"3.067,80",
25.213.000634.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,29/07/2020,AQUISIÇÃO DE SACOS PLÁSTICOS PARA ALA COVID-19,18.535.927/0001-91 - MARX RANIELDES SOARES DE SOUZA,"1.570,00",
25.000.1307511.2020,SECRETARIA DE ESTADO DA SAÚDE,30/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (HIDROXIUREIA 500 MG) ,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"512,00",
25.238.000028.2020,SES/HOSPITAL GERAL DE MAMANGUAPE,30/07/2020,AQUISIÇÃO DE POLPA DE FRUTAS,20.754.575/0001-07 - JANE GLEICE FERREIRA DA SILVA MARTINS,"13.322,50",
25.239.000632.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,30/07/2020,AQUISIÇÃO DE CABOS DE ECG,23.586.413/0001-03 - BIO INFINITY,"11.910,00",
19.000.103806.2020,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,31/07/2020,SANITIZAÇÃO PREDIAL E VEICULAR,10.903.331/0001-95 - FRANCISCO FREIRE NETO JUNIOR,"7.088,44",
25.000.1307506.2020,SECRETARIA DE ESTADO DA SAÚDE,31/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DUPILUMABE 300 MG),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"84.341,60",
25.000.1507569.2020,SECRETARIA DE ESTADO DA SAÚDE,31/07/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TERIPARATIDA 250MCG/ML)/ML),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"3.244.935,00",
25.238.000030.2020,SES/HOSPITAL GERAL DE MAMANGUAPE,31/07/2020,SERVIÇO DE DESINSETIZAÇÃO,21.613.333/0001-66 - ECOAMBIENTAL CONTROLE DE PRAGAS LTDA,"8.446,88",
22.000.140040.2020,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,03/08/2020,AQUISIÇÃO DE TERMINAIS DE CONTROLE DE ACESSO ATRAVÉS DE RECONHECIMENTO FACIAL - COMBATE COVID-19,22.980.836/0001-32 - DAHUA TECHNOLOGY BRASIL COMERCIO E SERVICOS EM SEGURANCA ELETRONICA LTDA,"692.858,40",
25.205.001059.2020,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,03/08/2020,AQUISIÇÃO DE MATERIAL DE HIGIÊNE E LIMPEZA ,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"333.757,84",
25.216.001123.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,03/08/2020,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR DESTINADA AO COMBATE AO COVID-19,08.965.403/0001-87 - CARLO STÊNIO SARMENTO COSTA - ME,"57.600,00",
25.239.000635.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,03/08/2020,AQUISIÇÃO DE MEDICAMENTOS,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,"114,30",
25.000.1707516.2020,SECRETARIA DE ESTADO DA SAÚDE,04/08/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DAPAGLIFLOZINA 10MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"612,00",
25.000.2307504.2020,SECRETARIA DE ESTADO DA SAÚDE,04/08/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DULAGLUTIDA 1,5 MG/0,5ML) ",43.940.618/0001-44 - ELI LILLY DO BRASIL LTDA,"2.200,00",
25.000.907584.2020,SECRETARIA DE ESTADO DA SAÚDE,04/08/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PENICILAMINA 250MG),27.011.022/0018-51 - BL INDÚSTRIA ÓTICA LTDA,"16.400,00",
25.216.000855.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,04/08/2020,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR ,05.000.571/0001-40 - HBL VENDAS E SERV.DE ART.MEDICOS E ORTOPEDICOS LTDA,"45.495,07",
25.216.001319.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,04/08/2020,AQUISIÇÃO DE MATERIAL MÉDICO ESPECÍFICO PARA O ENFRENTAMENTO DO COVID-19,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA - ME,"20.900,50",
25.234.000029.2020,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,04/08/2020,AQUISIÇÃO DE REAGENTE PARA BIOLOGIA MOLEGULAR,01.334.250/0003-92 - QIAGEN BIOTECNOLOGIA BRASIL LTDA,"474.000,00",
25.239.000638.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,MATERIAL OPME,18.647.211/0001-86 - BRT MEDICAL,"13.450,00",
25.239.000639.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,MATERIAL OPME,12.305.398/0001-53 - INOVA - MATERIAIS CIRURGICOS E HOSPITALARES LTDA,"17.406,18",
25.239.000640.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,MATERIAL OPME ,06.204.103/0001-50 - R S DOS SANTOS COMERCIO EIRELLI,"13.058,00",
25.239.000641.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,MATERIAL HOSPITALAR,"13.047.802/0001-07 - REDMED COMERCIO, SERVICOS E LOCACAO LTDA","49.920,00",
25.239.000642.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,MATERIAL HOSPITALAR,02.800.248/0001-62 - M.F.EQUIPAMENTOS MEDICOS LTDA - EPP,"423,43",
25.239.000643.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,AQUISIÇÃO DE MEDICAMENTOS,11.260.846/0001-87 - ANBIOTON IMPORTADORA LTDA,"8.820,00",
25.239.000645.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,04/08/2020,MATERIAL HOSPITALAR,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"290,00",
26.201.006569.2020,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,04/08/2020,FORNECIMENTO DE TENDAS DE PROTEÇÃO EM LONA PVC,24.985.256/0001-63 - FRANCISCO RIBEIRO DA SILVA - ME,"13.458,04",
25.216.001068.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,06/08/2020,AQUISIÇÃO DE MATERIAL DE EPIS DESTINADA AO COMBATE AO COVID-19,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"38.475,00",
25.216.001194.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,06/08/2020,AQUISIÇÃO DE MATERIAL HOSPITALAR FILTRO UMIDIFICADOR,08.965.403/0001-87 - CARLO STÊNIO SARMENTO COSTA - ME,"5.600,00",
25.216.001220.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,06/08/2020,AQUISIÇÃO DE MATERIAL DESCARTÁVEL ,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"75.054,50",
25.239.000647.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,06/08/2020,MATERIAL HOSPITALAR OPME,07.395.985/0001-40 - POTENGY COMERCIO E REP.DE PRODUTOS HOSPITALARES LTDA.,"11.910,00",
25.239.000649.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,06/08/2020,MATERIAL HOSPITALAR,27.664.639/0001-28 - W FELIPE DA SILVA EIRELI - ME,"2.720,00",
30.000.006304.2020,ENCARGOS GERAIS DO ESTADO,06/08/2020,LOCAÇÃO DE IMÓVEL NÚCLEO DE HOMICIDIOS DA 11ª DPC EM QUEIMADAS,964.259.034-49 - MARCOS ANDRÉ DA CRUZ MARQUES,"1.500,00",
15.201.001084.2020,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,07/08/2020,EMERGENCIAL DE SERVIÇO DE LIMPEZA E HIGIENIZAÇÃO HOSPITALAR (COM FORNECIMENTO DE MATERIAL) ,11.436.813/0001-45 - ADLIM TERCERIZACAO EM SERVICOS LTDA,"602.028,42",
25.216.001222.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,07/08/2020,AQUISIÇÃO DE MATERIAL DE HIGIENIZAÇÃO DESTINADA AO COMBATE AO COVID-19,04.222.335/0001-05 - EDILENE IMPERIANO DOS SANTOS,"120.547,70",
15.201.000828.2020,INSTITUTO HOSPITALAR GENERAL EDSON RAMALHO,10/08/2020,EMERGENCIAL DE SERVIÇOS DE GERENCIAMENTO DA INFRAESTRUTURA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"61.400,00",
22.000.142233.2020,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,10/08/2020,CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE MÃO DE OBRA TERCEIRIZADA,07.990.965/0001-18 - ÁGAPE CONSTRUÇÕES E SERVIÇOS LTDA,"94.616.728,50",
25.000.1307505.2020,SECRETARIA DE ESTADO DA SAÚDE,10/08/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ELTROMBOPAGUE OLAMINA 50MG) ,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"207.871,30",
25.000.704584.2020,SECRETARIA DE ESTADO DA SAÚDE,10/08/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,35.589.456/0001-13 - CENTRAL DE DIAGNOSTICO LTDA - EPP,"3.700,00",
25.205.001062.2020,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,10/08/2020,AQUISIÇÃO DE MATERIAL DESCARTÁVEL,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"96.517,50",
25.239.000657.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,10/08/2020,MATERIAL HOSPITALAR OPME,07.395.985/0001-40 - POTENGY COMERCIO E REP.DE PRODUTOS HOSPITALARES LTDA.,"36.000,00",
25.000.1804514.2020,SECRETARIA DE ESTADO DA SAÚDE,11/08/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,05.238.398/0001-12 - NORDESTE SERVIÇOS MÉDICOS LTDA.,"233.820,00",
25.000.2111565.2020,SECRETARIA DE ESTADO DA SAÚDE,11/08/2020,EMERGENCIAL DE IMPLANTE COCLEAR BILATERAL INCLUINDO SERVIÇOS DE MONITORIZAÇÕES,14.389.460/9000-16 - POLITEC IMPORTAÇÃO E COMÉRCIO LTDA.,"249.000,00",
25.000.307538.2020,SECRETARIA DE ESTADO DA SAÚDE,11/08/2020,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,10.757.876/0001-30 - SR PRODUTOS MEDICOS LTDA,"1.346.850,00",
25.206.000374.2020,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,11/08/2020,AQUISIÇÃO MATERIAL LAVANDERIA,09.647.712/0001-71 - NEW CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA EIRELI,"40.500,00",
25.213.000636.2020,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/08/2020,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA MANUTENÇÃO EM EQUIPAMENTOS DE REFRIGERAÇÃO.,10.867.184/0001-45 - JURACY BEZERRA PONCHET,"53.914,98",
25.000.2307503.2020,SECRETARIA DE ESTADO DA SAÚDE,12/08/2020,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PALMITATO DE PALIPERIDONA 100MG/1,0ML)",51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"7.991,34",
25.000.2407593.2020,SECRETARIA DE ESTADO DA SAÚDE,12/08/2020,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"249.314,60",
25.000.3103580.2020,SECRETARIA DE ESTADO DA SAÚDE,12/08/2020,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS INFANTIL ,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"3.740,00",
25.206.000383.2020,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,12/08/2020,"AQUISIÇÃO MATERIAL HIGIENE, LIMPEZA E DESCARTÁVEL",09.183.224/0001-50 - O ESCOLAR COMERCIO E SERVICOS LTDA,"40.701,70",
25.216.001017.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,12/08/2020,CONTRATAÇÃO DE SERVIÇO DE CONFECÇÃO DE CABINE DE PROTEÇÃO - COVID 19,32.635.313/0001-02 - JAELSON PORTO SANTOS,"836,00",
25.216.001086.2020,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,12/08/2020,AQUISIÇÃO DE MATERIAL DE LAVANDERIA ,23.708.247/0001-62 - MAIOR CLEAN COMERCIO VAREJISTA DE INSTRUMENTOS CIRURGICOS EIRELI - ME,"8.773,63",
25.239.000278.2020,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,12/08/2020,MATERIAL HOSPITALAR,23.648.203/0001-94 - SAMED,"3.100,00",
