Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
25.000.605566.2021,SECRETARIA DE ESTADO DA SAÚDE,24/05/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"397,80"
25.000.605573.2021,SECRETARIA DE ESTADO DA SAÚDE,24/05/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"3.306.240,00"
25.000.1103520.2021,SECRETARIA DE ESTADO DA SAÚDE,25/05/2021,AQUISIÇÃO EMERGENCIALDE SERINGAS ,03.426.484/0001-23 - SALDANHA RODRIGUES LTDA,"788.000,00"
25.000.1304508.2021,SECRETARIA DE ESTADO DA SAÚDE,25/05/2021,AQUISIÇÃO EMERGENCIAL DE FREEZER,03.796.347/0001-80 - LUIS ROBERTO BOSCARIOL EIRELI,"75.000,00"
25.220.000183.2021,SES/HOSPITAL DISTRITAL DE POMBAL,25/05/2021,AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR PARA ALA COVID-19,10.719.048/0001-08 - RITA DE ANDRADE VIEIRA,"32.919,80"
30.000.310925.2021,ENCARGOS GERAIS DO ESTADO,25/05/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM NAZAREZINHO,009.469.528-84 - GERALDO VIEIRA LINS,"980,00"
25.000.1904585.2021,SECRETARIA DE ESTADO DA SAÚDE,26/05/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (VALSARTANA+ANLODIPINO 320/5MG),04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"480,20"
25.000.605577.2021,SECRETARIA DE ESTADO DA SAÚDE,26/05/2021,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (GOSSERELINA 10,8 MG DEPOT E GOSSERRELINA 3,6 MG DEPOT) ",60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"1.829.058,00"
25.203.000792.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,26/05/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM ESTERILIZAÇÃO A BAIXA TEMPERATURA,10.287.853/0001-00 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZACOES LTDA,"94.910,40"
25.210.000345.2021,SES/HOSPITAL REGIONAL DE PATOS,26/05/2021,AQUISIÇÃO DE TESTE DE GASOMETRIA,33.803.242/0001-72 - CLINDIMAGEM CLINICA DE DIAGNOSTICO POR IMAGEM EIRELI,"138.600,00"
25.213.000433.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,26/05/2021,AQUISIÇÃO DE LUVAS PARA ALA COVID-19,07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"372.000,00"
25.239.000209.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2021,AQUISICAO DE MATERIAIS HOSPITALARES,25.463.374/0001-74 - MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA,"21.900,00"
25.239.000210.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2021,AQUISICAO DE MATERIAIS HOSPITALARES,05.932.624/0001-60 - MEGAMED COMERCIO LTDA,"301.866,10"
25.239.000211.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2021,AQUISIÇÃO DE  MATERIAL HOSPITALAR,"08.713.023/0001-55 - ENDOSURGICAL COM., REPRESENTAÇÃO, IMP. E EXPOR DE MATERIAIS E EQUIP. MÉDICOS ODONTO. LTDA","201.705,90"
25.239.000212.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2021,AQUISICAO DE MATERIAIS HOSPITALARES,12.882.932/0001-94 - EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA,"193.009,50"
25.239.000214.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,26/05/2021,AQUISICAO DE MATERIAL OPME EXTRASUS,02.668.300/0001-79 - BIOSAUDE PRODUTOS HOSPITALARES LTDA,"89.667,00"
30.000.259776.2021,ENCARGOS GERAIS DO ESTADO,26/05/2021,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM SANTA RITA,013.129.814-31 - THYANNA FORTE PEREIRA,"8.000,00"
25.206.000224.2021,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/05/2021,AQUISIÇÃO DE GASES MEDICINAIS,24.380.578/0018-27 - WHITE MARTINS GASES IND. DO NORDESTE LTDA,"312.418,98"
25.206.000238.2021,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,27/05/2021,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR (INSUMOS DIVERSOS),12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI - ME,"592.723,20"
30.000.009877.2021,ENCARGOS GERAIS DO ESTADO,27/05/2021,LOCAÇÃO DE IMÓVEL 2ª CIA DO 12º BPM EM BREJO DO CRUZ,691.034.104-04 -  ILAUDENY FERNANDES DE ANDRADE FERREIRA,"1.500,00"
30.000.018453.2021,ENCARGOS GERAIS DO ESTADO,27/05/2021,LOCAÇÃO DE IMÓVEL SINE EM CAMPINA GRANDE,008.792.314-91 - ROBERTO CORREIA DO MONTE,"3.800,00"
30.000.273892.2021,ENCARGOS GERAIS DO ESTADO,27/05/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM  SANTANA DE MANGUEIRA,760.523.114-87 - LEILA PATRICIA MANGUEIRA LIMA EUGENIO,"800,00"
31.205.000301.2021,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,27/05/2021,CONTRATAÇÃO DA PLATAFORMA DIGITAL PARA GESTÃO DOCUMENTAL DA PARAÍBA - PBDOC,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"46.104,00"
25.203.000122.2021,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,28/05/2021,AQUISIÇÃO EMERGENCIAL MATERIAL DE EXPEDIENTE,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"76.817,30"
25.239.000216.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,28/05/2021,AQUISICAO DE PECAS P/ CAMA ELETRICA E FOCO CIRURGICO,"13.047.802/0001-07 - REDMED COMERCIO, SERVICOS E LOCACAO LTDA","6.729,78"
30.000.262335.2021,ENCARGOS GERAIS DO ESTADO,31/05/2021,LOCAÇÃO DE IMÓVEL ANEXO ADMINISTRATIVO DA MATERNIDADE FREI DAMIÃO,567.660.504-97 - BRUNO MAIA BASTOS,"3.850,00"
30.000.410264.2021,ENCARGOS GERAIS DO ESTADO,31/05/2021,LOCAÇÃO DE IMÓVEL 3ª REGIÃO INTEGRADA DE SEGURANÇA PÚBLICA EM PATOS,668.118.134-15 - VICENTE JOAQUIM CALADO NETO,"3.000,00"
25.000.1905537.2021,SECRETARIA DE ESTADO DA SAÚDE,1/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MICOFENOLATO DE MOFETILA 500 MG),11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"110.700,00"
25.000.605562.2021,SECRETARIA DE ESTADO DA SAÚDE,1/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"32.081,28"
27.000.003130.2021,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,1/6/2021,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO GRÁFICO - PROGRAMA TÁ NA MESA - COMBATE AOS EFEITOS DA COVID19,17.342.397/0001-00 - IVON PAULO COELHO COSTA CRUZ,"49.604,00"
25.213.000376.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,2/6/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA MANUTENÇÃO PREVENTIVA E/OU CORRETIVA DE EQUIP. HOSPITALARES,07.314.245/0001-32 - JOSE FRANCISCO DE MOURA FILHO - ME,"459.000,00"
25.215.000085.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,2/6/2021,AQUISIÇÃO DE EQUIPOS PARA BOMBAS DE INFUSÃO,11.619.992/0001-56 - PRIOM TECNOLOGIA EM EQUIPAMENTOS EIRELI,"274.500,00"
25.216.000870.2021,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,2/6/2021,AQUISIÇÃO DE MATERIAL DESCARTAVEL EM CARATER EMERGENCIAL,27.963.904/0001-79 - IRIS PALHANO ALVES DA SILVA,"112.852,35"
25.239.000219.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISICAO DE MEDICAMENTOS,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"2.002.280,00"
25.239.000220.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISICAO DE MATERIAL E LOCACAO DE SERVICO OPME EXTRASUS,12.305.398/0001-53 - INOVA - MATERIAIS CIRURGICOS E HOSPITALARES LTDA,"18.500,00"
25.239.000222.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISICAO DE MATERIAIS HOSPITALARES,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"64.158,00"
25.239.000223.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISICAO DE MATERIAIS HOSPITALARES,06.948.769/0001-12 - TECNOCENTER MAT.MEDICOS HOSPITALARES LTDA,"32.792,00"
25.239.000225.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISIÇÃO DE MEDICAMENTOS,03.307.478/0001-57 - MAX FILMES COMERCIO LTDA,"18.000,00"
25.239.000226.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISIÇÃO DE MEDICAMENTOS,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"72.440,00"
25.239.000227.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISIÇÃO DE MEDICAMENTOS,90.108.283/0001-82 - CONTATTI COMERCIO E REPRESENTAÇÕES LTDA.,"24.420,00"
25.239.000228.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISICAO DE MEDICAMENTOS,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"28.000,00"
25.239.000229.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,2/6/2021,AQUISICAO DE MEDICAMENTOS,01.640.262/0001-83 - CITOPHARMA MANIPULAÇÃO DE MEDICAMENTOS ESPECIAIS LTDA,"5.100,00"
30.000.011537.2021,ENCARGOS GERAIS DO ESTADO,2/6/2021,LOCAÇÃO DE IMÓVEL ALMOXARIFADO E ARQUIVO DA 4ª GERÊNCIA REGIONAL DE EDUCAÇÃO EM CUITÉ,181.060.214-91 - ARISTON DA COSTA FARIAS,"1.800,00"
30.000.020768.2021,ENCARGOS GERAIS DO ESTADO,2/6/2021,LOCAÇÃO DE IMÓVEL DELEGACIA DE REPRESSÃO AOS CRIMES CONTRA A INFÂNCIA E JUVENTUDE,333.116.254-04 - LUCILLE NAZARÉ ASSIS,"5.500,00"
25.000.1005515.2021,SECRETARIA DE ESTADO DA SAÚDE,3/6/2021,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS,05.329.222/0001-76 - SELLENE COMERCIO E REPRESENTACOES LTDA,"67.743,44"
25.000.103532.2021,SECRETARIA DE ESTADO DA SAÚDE,3/6/2021,CONTRATAÇÃO EMERG DE EMP P REALIZAÇÃO DE 20(VINTE) SESSÕES DE OXIGENIOTERAPIA ,28.154.149/0001-44 - CLINICA MÉDICA HIPERBÁRICA PARAIBA LTDA,"4.200,00"
25.000.2004535.2021,SECRETARIA DE ESTADO DA SAÚDE,3/6/2021,AQUISIÇÃO EMERGENCIAL DE MATERIAIS MÉDICOS ,06.065.614/0001-38 - SUPERMEDICA DISTRIBUIDORA HOSPITALAR EIRELI,"324,54"
25.215.000086.2021,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,3/6/2021,AQUISIÇÃO DE UTENSÍLIOS DE COZINHA,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"25.208,84"
25.239.000232.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO PRODUTOS GENEROS ALIMENTICIOS 3,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"95.031,90"
25.239.000233.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO PRODUTOS PROTEINAS,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"837.337,80"
25.239.000234.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO POLPA DE FRUTAS,23.265.304/0001-86 - EZEQUIAS VIEIRA DA SILVA,"37.280,00"
25.239.000235.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO DE FRIOS E LATICINIOS,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"54.003,30"
25.239.000236.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO DE PRODUTOS DE LIMPEZA,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"24.285,18"
25.239.000237.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO DE PRODUTOS DESCARTAVEIS,34.387.726/0001-40 - BRUCE LEE DE LIMA MONTEIRO,"336.350,85"
25.239.000238.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO DE PRODUTOS GENEROS ALIMENICIOS 2,32.272.266/0001-80 - RAIMUNDO CARVALHO DE ALENCAR NETO 07794079462,"123.772,80"
25.239.000241.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,3/6/2021,AQUISICAO PRODUTOS HORTIFRUTIGRANJEIROS,03.160.525/0001-82 - NORT FRUT EIRELI,"107.520,48"
30.000.023406.2021,ENCARGOS GERAIS DO ESTADO,3/6/2021,LOCAÇÃO DE IMÓVEL HOSPITAL DE CLÍNICAS DE CAMPINA GRANDE - DR. JOÃO CAETANO,181.062.344-87 - ISOLDA AGRA CARIRI CAETANO,"50.000,00"
25.000.1011579.2021,SECRETARIA DE ESTADO DA SAÚDE,4/6/2021,PRÓTESE CUSTOMIZADA DE ATM P REAL DE PROC CIRÚRG DEFINITIVO DE REC DE MANDÍBULA ESQUERDA ,27.938.961/0001-06 - BEMMED DISTRIBUIDORA DE MATERIAL MEDICO HOSPITALAR EIRELI,"115.000,00"
30.000.435208.2021,ENCARGOS GERAIS DO ESTADO,4/6/2021,LOCAÇÃO DE IMÓVEL EEEFM AZORCERIZ PIRES FERREIRA EM MANCADARU,424.317.944-15 - SEVERINO GOMES DA SILVA,"400,00"
25.000.1205516.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"13.301,16"
25.000.1205517.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (RIVAROXABANA 20MG),04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"2.802,80"
25.000.2105562.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"132.667,92"
25.000.2105563.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SUCCINATO DE SOLIFENACINA 5MG) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"660,60"
25.000.605557.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"7.452,00"
25.000.605560.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PIRFENIDONA 267MG) ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,"106.174,80"
25.220.000198.2021,SES/HOSPITAL DISTRITAL DE POMBAL,7/6/2021,PRESTAÇÃO DE SERVIÇOS DE TOMOGRAFIAS PARA ALA COVID-19,07.198.918/0001-36 - CENTRO DE DIAGNOSTICO POR IMAGEM SANTA CECILIA LTDA,"58.500,00"
25.220.000199.2021,SES/HOSPITAL DISTRITAL DE POMBAL,7/6/2021,PRESTAÇÃO DE SERVIÇOS EXAMES LABORATORIAIS DE ANÁLISES CLÍNICAS,24.417.452/0001-31 - JANAINA SIQUEIRA DE SOUTO EIRELI,"172.200,00"
25.237.000186.2021,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),7/6/2021,AQUISIÇÃO DE GÁS LIQUEFEITO,03.092.570/0001-47 - REVENDEDORA DE GAS DO BRASIL LTDA,"34.128,00"
25.000.605564.2021,SECRETARIA DE ESTADO DA SAÚDE,7/6/2021,"AQUISIÇÃO EMERG DE MED (DIVALPROATO DE SÓDIO 500MG E 120MG, ÁCIDO VALPROICO 500MG  ",09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"3.807,00"
25.204.000061.2021R1,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,7/6/2021,AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS.,17.290.835/0001-26 - M & R COMÉRCIO EIRELI ME,"51.258,00"
25.220.000197.2021,SES/HOSPITAL DISTRITAL DE POMBAL,7/6/2021,AQUISIÇÃO DE GÊNERO ALIMENTÍCIO (CARNES) PARA ALA COVID-19,07.803.245/0001-04 - FRIGORIFICO SAO FRANCISCO EIRELI,"40.034,00"
25.000.2005520.2021,SECRETARIA DE ESTADO DA SAÚDE,8/6/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA,27.343.319/0001-76 - B3M CONSTRUTORA EIRELI,"261.789,82"
25.000.605565.2021,SECRETARIA DE ESTADO DA SAÚDE,8/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (DUPILUMABE 300MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"37.905,12"
25.239.000243.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/6/2021,AQUISICAO DE LAMPADAS,24.216.228/0001-81 - COSTA GONDIM E CIA LTDA,"47.500,00"
25.239.000244.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/6/2021,AQUISICAO DE MEDICAMENTOS,38.346.373/0001-91 - C R SILVA LIBERATO COMERCIO DE MEDICAMENTO LTDA,"407.330,00"
25.239.000245.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/6/2021,AQUISICAO DE MEDICAMENTOS,21.596.736/0001-44 - ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,"3.658.349,00"
25.239.000246.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,8/6/2021,AQUISICAO DE MEDICAMENTOS,12.882.932/0001-94 - EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA,"736,50"
25.000.1705513.2021,SECRETARIA DE ESTADO DA SAÚDE,9/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"84.369,60"
25.000.1705517.2021,SECRETARIA DE ESTADO DA SAÚDE,9/6/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA NUTRICIONAL (NOVAMIL RICE 400G),"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","8.940,00"
25.000.1705522.2021,SECRETARIA DE ESTADO DA SAÚDE,9/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (NIVOLUMABE 10MG/ML FA 10ML E 4ML),56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,"209.480,64"
25.000.1905532.2021,SECRETARIA DE ESTADO DA SAÚDE,9/6/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (INFATRINI 400MG),"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","11.806,56"
25.000.2605541.2021,SECRETARIA DE ESTADO DA SAÚDE,9/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"7.448,40"
25.000.605559.2021,SECRETARIA DE ESTADO DA SAÚDE,9/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"1.456,20"
25.240.000118.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,9/6/2021,CONTRATAÇÃO DO SERVIÇO DE LINK DE INTERNET DESTINADO AO COMBATE AO COVID-19. ,11.080.674/0001-60 - FPS SERVIÇOS DE INTERNET E INFORMÁTICA EIRELI,"8.340,00"
25.240.000123.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,9/6/2021,AQUISIÇÃO DE NUTRIÇÃO ENTERAL DESTINADA AO COMBATE AO COVID-19.,01.687.725/0001-62 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTAL - CENEP LTDA,"250.123,35"
27.000.003128.2021,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,9/6/2021,CONTRATAÇÃO DIRETA DE 85 MICROCOMPUTADORES,13.006.265/0001-49 - EUPA COMERCIO E SERVICOS LTDA - ME,"407.660,00"
25.000.1905529.2021,SECRETARIA DE ESTADO DA SAÚDE,10/6/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA NUTRICIONAL ,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"3.360,00"
25.000.2204545.2021,SECRETARIA DE ESTADO DA SAÚDE,10/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"8.907,08"
25.000.2605539.2021,SECRETARIA DE ESTADO DA SAÚDE,10/6/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULAS NUTRICIONAIS (NUTREN JUNIOR 400G E FIBER MAIS 260G,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"5.580,00"
25.000.2804578.2021,SECRETARIA DE ESTADO DA SAÚDE,10/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LTDA,"741,44"
25.213.000487.2021,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,10/6/2021,AQUISIÇÃO DE MIDAZOLAM PARA ALA COVID-19,10.495.121/0001-05 - VIA MEDICAMENTOS COMÉRCIO E CONSULTORIA EM SAÚDE LTDA,"136.500,00"
25.238.000055.2021,SES/HOSPITAL GERAL DE MAMANGUAPE,10/6/2021,SERVIÇO DE OUTSOURCING DE IMPRESSORAS - 2021,09.156.195/0001-38 - ALFAPRINT SOLUCOES LTDA,"18.026,52"
25.000.2403523.2021,SECRETARIA DE ESTADO DA SAÚDE,10/6/2021,CONTRATAÇÃO EMRGENCIAL DE EMPRESA PARA APLICAÇÃO DE INJEÇÃO INTRAVÍTREA ANTIANGIOGÊNICO ,00.518.251/0002-43 - OFTALMOCLINICA SAULO FREIRE EIRELI,"12.000,00"
25.000.1705519.2021,SECRETARIA DE ESTADO DA SAÚDE,11/6/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (INFATRINI 400MG) ,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"7.073,22"
25.000.2105565.2021,SECRETARIA DE ESTADO DA SAÚDE,11/6/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"2.242,42"
25.000.2705534.2021,SECRETARIA DE ESTADO DA SAÚDE,11/6/2021,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL (FORTINI MULTI FIBER 200ML),29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,"14.472,00"
25.000.804530.2021,SECRETARIA DE ESTADO DA SAÚDE,11/6/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE HOMECARE,33.765.573/0001-65 - HOME CARE E CLINICA JK EPP,"100.380,00"
25.220.000202.2021,SES/HOSPITAL DISTRITAL DE POMBAL,11/6/2021,AQUISIÇÃO DE MEDICAMENTOS PARA SEDAÇÃO ANALGESIA PARA ALA COVID-19,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"112.900,00"
25.220.000213.2021,SES/HOSPITAL DISTRITAL DE POMBAL,11/6/2021,AQUISIÇÃO DE REAGENTES PARA GASOMETRIA PARA ALA COVID-19.,05.731.550/0001-02 - WEBMED SOLUÇÕES EM SAÚDE EIRELI,"76.806,00"
25.239.000247.2021,SES/HOSPITAL METROPOLITANO DOM JOSE MARIA PIRES - SANTA RITA,11/6/2021,AQUISICAO DE MATERIAL PARA CME,02.975.570/0001-22 - DIET FOOD NUTRIÇÃO LTDA,"25.700,00"
25.240.000138.2021,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,11/6/2021,AQUISIÇÃO DE MEDICAMENTOS PARA INTUBAÇÃO DESTINADA AO COMBATE AO COVID-19. ,02.977.362/0001-62 - A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,"7.386.200,00"
