Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
24.000.002287.2023,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,17/05/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ESGOTAMENTO DE FOSSA E DESENTUPIMENTO DE CAIXAS COLETORAS DE ESGOTO.,Razão Social não encontrada,"350.071,97"
25.000.002069.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.003584.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"591.600,87"
25.000.004695.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS,43.519.181/0001-70 - ARSERVE PHARMA EPP LTDA,"61.110,18"
25.000.005483.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ESILATO DE NINTEDANIBE 150 MG) ,04.307.650/0022-60 - ONCO PROD DIST DE PROD HOSPITALARES E ONCLOLOGICOS,"77.158,80"
25.000.006250.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"337.208,97"
25.000.006262.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CLORIDRATO DE ESCETAMINA 28MG) ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"110.396,80"
25.000.009143.2023,SECRETARIA DE ESTADO DA SAÚDE,17/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AFLIBERCEPTE 40 MG/ML) ,18.459.628/0097-67 - BAYER S.A.,"650.128,24"
27.201.000627.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",17/05/2023,AQUISIÇÃO DE TABLETS E MINIGAMES,46.515.636/0001-77 - RICHARDSON NASCIMENTO DE GOIS 06406832400,"10.163,10"
38.000.000145.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,17/05/2023,AQUISIÇÃO DE MATERIAL MÉDICO,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS LTDA,"41.801,20"
25.000.002615.2023,SECRETARIA DE ESTADO DA SAÚDE,18/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"13.536,00"
25.000.003809.2023,SECRETARIA DE ESTADO DA SAÚDE,18/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.004280.2023,SECRETARIA DE ESTADO DA SAÚDE,18/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS PARA CUMPRIR DEMANDA JUDICIAL DA USUÁRIA MARIA ARCENIO DA SILVA.,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.004924.2023,SECRETARIA DE ESTADO DA SAÚDE,18/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"127.441,00"
25.000.005504.2023,SECRETARIA DE ESTADO DA SAÚDE,18/05/2023," MEDICAMENTO (RIOCIGUATE 2,5 MG) ",18.459.628/0097-67 - BAYER S.A.,"105.214,20"
25.000.012941.2023,SECRETARIA DE ESTADO DA SAÚDE,18/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS PARA CUMPRIR DEMANDA JUDICIAL DO USUÁRIO FRANCISCO DE ASSIS MATIAS.,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"10.800,00"
25.215.000085.2023,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,18/05/2023,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA COM FORNECIMENTO DE PEÇAS DOS EQUIPAMENTOS DA MARCA DRAGER,08.348.687/0001-62 - VIA SERVIÇOS ESPECIALIZADOS LTDA,"157.800,00"
25.240.000206.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,18/05/2023,RECARGA DE EXTINTORES DE INCÊNDIO,12.963.555/0001-18 - LIDERANÇA ARTIGOS E ACESSÓRIOS PARA SEGURANÇA DO TRABALHO LTDA,"12.640,00"
15.000.000064.2023,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,19/05/2023,CONTRATAÇÃO DE SERVIÇO DE OUTSOURCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"14.220,00"
25.000.000134.2023,SECRETARIA DE ESTADO DA SAÚDE,19/05/2023,MEDICAMENTO (ABEMACICLIBE 150MG),08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"459.453,60"
25.000.000797.2023,SECRETARIA DE ESTADO DA SAÚDE,19/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,18.459.628/0097-67 - BAYER S.A.,"275.909,76"
25.000.003289.2023,SECRETARIA DE ESTADO DA SAÚDE,19/05/2023, PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.004916.2023,SECRETARIA DE ESTADO DA SAÚDE,19/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"82.893,30"
21.000.000151.2023,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,22/05/2023,AQUISIÇÃO DE PASSAGEM AÉREA PARA SÃO PAULO-SP,11.902.871/0001-17 - APOIOTUR VIAGENS E TURISMO LTDA,"5.569,68"
25.000.001202.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DO MEDICAMENTO,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"5.400,00"
25.000.001334.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OLAPARIBE 150 MG),60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"536.040,96"
25.000.003106.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023, MEDICAMENTO (CLADRIBINA 10MG) ,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"593.255,40"
25.000.003356.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"5.400,00"
25.000.004178.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"83.848,80"
25.000.004246.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"5.400,00"
25.000.004416.2023,SECRETARIA DE ESTADO DA SAÚDE,22/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
07.901.000300.2023,FUNDO DE APOIO AO ESPORTE E LAZER DO ESTADO DA PARAÍBA,23/05/2023,AQUISIÇÃO DE PRODUTOS QUÍMICOS,20.476.623/0001-42 - CARBALLO COMERCIO LTDA - EPP,"56.901,60"
19.901.000346.2023,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,23/05/2023,FABRICAÇÃO DE COBERTURAS PARA PASSARELA,35.398.687/0001-40 - DANIEL FIGUEIREDO FERNANDES,"49.000,00"
21.901.000183.2023,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,23/05/2023,AQUISIÇÃO DE MATERIAL PERMANENTE DE INFORMÁTICA,11.315.021/0001-12 - JL TORRE COMERCIO E SERVIÇOS LTDA - ME,"22.109,00"
25.000.000356.2023,SECRETARIA DE ESTADO DA SAÚDE,23/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"148.500,00"
25.000.002803.2023,SECRETARIA DE ESTADO DA SAÚDE,23/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS ,02.108.023/0004-92 - CESD-CENTRO DE ENSINO SUPERIR E DESENVOLVIMENTO LTDA.,"2.700,00"
25.000.003394.2023,SECRETARIA DE ESTADO DA SAÚDE,23/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.003563.2023,SECRETARIA DE ESTADO DA SAÚDE,23/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,02.108.023/0004-92 - CESD-CENTRO DE ENSINO SUPERIR E DESENVOLVIMENTO LTDA.,"2.700,00"
25.000.012719.2023,SECRETARIA DE ESTADO DA SAÚDE,23/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS ,02.108.023/0004-92 - CESD-CENTRO DE ENSINO SUPERIR E DESENVOLVIMENTO LTDA.,"5.400,00"
25.000.013833.2023,SECRETARIA DE ESTADO DA SAÚDE,23/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS,02.108.023/0004-92 - CESD-CENTRO DE ENSINO SUPERIR E DESENVOLVIMENTO LTDA.,"2.700,00"
25.206.000277.2023,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,23/05/2023,LOCAÇÃO DE IMPRESSORAS MULTIFUNCIONAIS,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"56.070,00"
10.000.000053.2023,SECRETARIA DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA,24/05/2023,SERVIÇO DE MONTAGEM E INSTALAÇÃO DE DIVISORIAS,32.692.794/0001-98 - COMERCIAL HD DIVISORIAS EIRELI,"10.000,00"
25.000.002963.2023,SECRETARIA DE ESTADO DA SAÚDE,24/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.003283.2023,SECRETARIA DE ESTADO DA SAÚDE,24/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BENRALIZUMABE 30 MG/ML),60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"352.971,30"
25.000.003638.2023,SECRETARIA DE ESTADO DA SAÚDE,24/05/2023," MEDICAMENTO (BLINATUMOMABE 38,5MCG/10ML) ",09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"462.720,16"
25.000.004275.2023,SECRETARIA DE ESTADO DA SAÚDE,24/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"511.509,00"
25.000.011912.2023,SECRETARIA DE ESTADO DA SAÚDE,24/05/2023,MEDICAMENTO (BRENTUXIMABE VEDOTINA - 50 MG PO LIOF INJ CX 1 FA VD TRANS),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"787.886,88"
25.000.060000.2023,SECRETARIA DE ESTADO DA SAÚDE,24/05/2023,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (BLINATUMOMABE 38,5MCG/10ML",09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"488.632,48"
25.240.000220.2023,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,24/05/2023,AQUISIÇÃO DE MEDICAMENTOS,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","1.403.355,52"
33.000.000745.2023,SECRETARIA DE ESTADO DA CULTURA,24/05/2023,"CONSERTO DE 06 (SEIS) PIANOS, MODELO #3115 YAMAHA X 9083 MAD, COM INCLUSÃO DE PEÇAS, CASO SEJA NECESSÁRIO, PARA O POLO DE ENSINO DO PRIMA, PROGRAMA DE INCLUSÃO ATRAVÉS DA MÚSICA E DAS ARTES",20.996.558/0001-86 - JONNATHAN MARLON DE FÁRIAS PORTELA,"17.598,00"
22.000.018825.2023,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,25/05/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE PROCESSO SELETIVO SIMPLIFICADO PARA COMPOSIÇÃO DE BANCO DE RESERVA DE PROFESSORES (AS) ,Razão Social não encontrada,"127.060,00"
22.208.000032.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,25/05/2023,SERVIÇO DE LOCAÇÃO DE IMPRESSORA - PASSE LIVRE,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"56.950,20"
23.901.000053.2023,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,25/05/2023,AQUISIÇÃO DE AGENTE REDUTOR - ARLA 32,09.411.891/0001-43 - LD LUBRIFICANTES LTDA,"12.640,00"
25.000.003882.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"5.400,00"
25.000.004276.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (GUSELCUMABE 100 MG) ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"409.026,96"
25.000.004725.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,PRESTAÇÃO DE SERVIÇOS MÉDICOS ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.004917.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,MEDICAMENTO (CANAQUINUMABE 150MG),04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"294.801,78"
25.000.005176.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PAZOPANIBE, 400 MG) .",04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"1.433.761,80"
25.000.005580.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"708.443,84"
25.000.005808.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OFATUMUMABE 20MG/0,4ML) ",04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPÍTALARES E ONCOLOGICOS LTDA,"219.249,12"
25.000.006069.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,MEDICAMENTO (OBINUTUZUMABE 25MG/ML),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"125.682,36"
25.000.014104.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.015009.2023,SECRETARIA DE ESTADO DA SAÚDE,25/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRSTAÇÃO DESERVIÇOS MEDICOS,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"3.600,00"
26.000.000286.2023,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,25/05/2023,CONTRATAÇÃO DE SERVIÇO DE INSTALAÇÃO DE EQUIPAMENTOS CONDICIONADORES DE AR,09.499.826/0001-11 - PB CLIMA-COMERCIO E SERVICOS DE REFRIGERACAO LTDA,"2.167.500,00"
38.000.000078.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,25/05/2023,AQUISIÇÃO DE HD´S EXTERNOS COM CAPACIDADE DE ARMAZENAMENTO DE 8 TB,08.309.659/0001-36 - EXECUTIVE INFORMATICA LTDA.,"9.996,00"
07.000.000301.2023,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",26/05/2023,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE COFFEE BREAK - JUVENTUDE NEGRA VIVA,Razão Social não encontrada,"3.780,00"
22.208.000033.2023R1,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,26/05/2023,AQUISIÇÃO MATERIAL DE EXPEDIENTE,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES LTDA,"26.435,18"
22.208.000034.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,26/05/2023,AQUISIÇÃO MATERIAL DE INFORMÁTICA,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"16.157,50"
22.208.000037.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,26/05/2023,AQUISIÇÃO RECARGA DE EXTINTORES,00.965.241/0001-75 - JOSINETE DE VASCONCELOS CAMPELO - ME,"2.888,00"
22.208.000038.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,26/05/2023,AQUISIÇÃO MATERIAL DE PROTEÇÃO INDIVIDUAL,15.453.449/0001-82 - RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA,"6.956,80"
25.000.002589.2023,SECRETARIA DE ESTADO DA SAÚDE,26/05/2023, MEDICAMENTO (DESFERROXAMINA 500 MG),44.734.671/0001-51 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACEUTICOS LTDA,"39.835,80"
25.000.003378.2023,SECRETARIA DE ESTADO DA SAÚDE,26/05/2023, PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"5.400,00"
25.000.005172.2023,SECRETARIA DE ESTADO DA SAÚDE,26/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,"356.501,52"
25.000.006716.2023,SECRETARIA DE ESTADO DA SAÚDE,26/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0009-00 - ELFA MEDICAMENTOS S.A.,"224.100,00"
25.233.000087.2023,SES/HOSPITAL DISTRITAL DE SOLÂNEA - SOLANEA,26/05/2023,CONTRATAÇÃO DE EMPRESA ESPEC EM PRESTAÇÃO DE SERVIÇOS DE DIAGNÓSTICO POR IMAGEM EM CARÁTER EMERGENCIAL,22.494.864/0001-40 - POLIVIDA CLINICA DE SAUDE POPULAR LTDA,"300.000,00"
31.201.006208.2023,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,26/05/2023,AQUISIÇÃO DE MOTOCICLETA ANO/MODELO  CORRENTE,05.285.282/0001-34 - NOVO RUMO MOTORES E PECAS LTDA,"21.250,00"
33.000.000800.2023,SECRETARIA DE ESTADO DA CULTURA,26/05/2023,"MÓVEIS (MESAS E CADEIRAS), PARA NOVA SEDE DA SECRETARIA DE ESTADO DA CULTURA - SECULT.",36.253.306/0001-05 - JAMPA MÓVEIS COMÉRCIO E SERVIÇO LTDA,"57.132,00"
22.201.000871.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,29/05/2023,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURIDICA (CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE REPARO E MANUTENÇÃO DE PROJETOR - CINE BANGÜÊ),Razão Social não encontrada,"14.500,00"
22.208.000040.2023,SEE/FUNDAÇÃO CENTRO INTEGRADO DE APOIO AO PORTADOR DE DEFICIÊNCIA,29/05/2023,"SERVIÇO DE INSTALAÇÃO, MONTAGEM E DESMONTAGEM EM DIVISÓRIAS",46.040.802/0001-26 - DEREK HAGEN BANDEIRA DE LIMA TORRES,"29.695,40"
25.000.002112.2023,SECRETARIA DE ESTADO DA SAÚDE,29/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.004481.2023,SECRETARIA DE ESTADO DA SAÚDE,29/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.004899.2023,SECRETARIA DE ESTADO DA SAÚDE,29/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (TRASTUZUMABE ENTANSINA DE 100MG E DE 160MG),33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"164.980,26"
25.000.005171.2023,SECRETARIA DE ESTADO DA SAÚDE,29/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"1.726.800,00"
25.000.005332.2023,SECRETARIA DE ESTADO DA SAÚDE,29/05/2023,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OLAPARIBE 150MG) ,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"147.542,40"
25.233.000101.2023,SES/HOSPITAL DISTRITAL DE SOLÂNEA - SOLANEA,29/05/2023,AQUISIÇÃO DE COLCHÕES EM CARÁTER EMERGENCIAL,05.765.913/0001-12 - VENDE TUDO MAGAZINE LTDA,"33.095,00"
27.201.000696.2023,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",29/05/2023,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE ENGENHARIA, REFORMA E MANUTENÇÃO DA COBERTA E DRENAGEM DA QUADRA DE ESPORTE NO CENTRO EDUCACIONAL DO JOVEM (CEJ)",13.968.480/0001-20 - S & F ENGENHARIA LTDA - ME,"116.530,00"
38.000.000152.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,29/05/2023,CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO E INSTALAÇÃO DE PAREDES DRYWALL E FORRO DE ISOLAMENTO ACÚSTICO,32.194.059/0001-54 - CLÍMACO DRYWALL,"25.527,60"
38.000.000154.2023,POLICIA CIVIL DO ESTADO DA PARAIBA,29/05/2023,CONTRATAÇÃO DE EMPRESA PARA INSTALAÇÃO DE ESTRUTURA METÁLICA DO TIPO COBERTA COM FORNECIMENTO DE MATERIAL,46.040.802/0001-26 - DEREK HAGEN BANDEIRA DE LIMA TORRES,"35.604,00"
16.000.000064.2023,SECRETARIA DE ESTADO DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMIÁRIDO,30/05/2023,CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE PAREDES EM DIVISÓRIAS TIPO NAVAL,10.673.625/0001-78 - C2 COMÉRCIO DE MERCADORIAS E SERVIÇOS EIRELI,"34.731,00"
22.201.000805.2023,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,30/05/2023,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM REPARO E MANUTENÇÃO DO TELHADO DO ESPAÇO CULTURAL ,12.093.778/0001-71 - FOX SERVIC SERVICOS LTDA - ME,"28.857,59"
25.000.002025.2023,SECRETARIA DE ESTADO DA SAÚDE,30/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS ,06.101.061/0002-02 - FUNDACAO PEDRO AMERICO,"5.400,00"
25.000.003657.2023,SECRETARIA DE ESTADO DA SAÚDE,30/05/2023,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS PARA CUMPRIR DEMANDA JUDICIAL DA USUÁRIA RITA DE CASSIA GABRIEL BATISTA.,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"2.700,00"
25.000.005259.2023,SECRETARIA DE ESTADO DA SAÚDE,30/05/2023, PRESTAÇÃO DE SERVIÇOS MÉDICOS PARA APLICAÇÃO DE INJEÇÕES INTRAVÍTREAS ,02.108.023/0004-92 - CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,"5.400,00"
