Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,
25.000.001791.2024,SECRETARIA DE ESTADO DA SAÚDE,25/03/2024,AQUISIÇÃO EMERGENCIAL DE INSUMOS,24.499.337/0001-53 - ORTOTEC ORTOPEDIA TECNICA LTDA,"6.800,00",
25.000.003440.2024,SECRETARIA DE ESTADO DA SAÚDE,25/03/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),26.921.908/0002-02 - HOSPFAR IND.E COM.DE PRODS.HOSP. S/A,"25.608,00",
25.205.000041.2024,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,25/03/2024,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DA SUBESTAÇÃO,42.143.772/0001-22 - ALTA TENSÃO ENGENHARIA E SERVIÇOS LTDA,"59.058,00",
31.201.000897.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,25/03/2024,"AQUISIÇÃO DE EXTINTORES DE INCÊNDIO PARA AS RESIDÊNCIAS RODOVIÁRIAS DE SOLÂNEA, PATOS E CAMPINA GRANDE",03.207.033/0001-03 - EQUIPA INCENCIO COMÉRCIO DE EQUIPAMENTOS CONTRA INCÊNDIO LTDA,"20.700,00",
25.000.003406.2024,SECRETARIA DE ESTADO DA SAÚDE,26/03/2024,AQUISIÇÃO EMERGENCIAL DE EXAME ,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"4.350,00",
25.206.000080.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE SORO,01.722.296/0001-17 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,"56.770,00",
25.206.000081.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","16.320,00",
25.206.000082.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"3.897,00",
25.206.000083.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,27.664.639/0001-28 - D F C HOSPITALAR COMERCIO E SERVIÇOS EIRELI,"5.276,00",
25.206.000084.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE FIOS CIRÚRGICOS,41.600.953/0001-78 - BIOFARMACE DISTRIBUIDORA DE MEDICAMENTOS LTDA,"37.552,32",
25.206.000085.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,01.835.769/0001-92 - BRAMED MATERIAL CIRÚRGICO LTDA - EPP,"2.646,00",
25.206.000086.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,05.932.624/0001-60 - MEGAMED COMERCIO LTDA,"44.122,80",
25.206.000087.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL MÉDICO E HOSPITALAR,31.687.514/0001-90 - JORGE LUIZ ULISSES DE MIRANDA SOARES FILHO COMERCIO DE MEDICAMENTOS,"20.160,00",
25.206.000088.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE TESTE DE UREASE,52.448.000/0001-52 - NORTMED PRODUTOS HOSPITALARES,"286,50",
25.206.000089.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MEDICAMENTO,35.157.398/0001-59 - ELLO SURGICAL MATERIAIS HOSPITALARES LTDA,"225,60",
25.206.000090.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,26/03/2024,AQUISIÇÃO DE MATERIAL DE EXPEDIENTE,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"3.197,60",
25.302.000024.2024,SES/CONSELHO ESTADUAL DE SAUDE,26/03/2024,AQUISIÇÃO DE MATERIAL DE CONSUMO DE DISPENSES E LIXEIRAS,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"1.877,00",
31.201.001122.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,26/03/2024,AQUISIÇÃO MATERIAL PARA REVITALIZAR SALAS DO DER-PB (BONARDI),38.320.250/0001-81 - A J ALVES DIAS,"11.026,20",
38.000.000056.2024,POLICIA CIVIL DO ESTADO DA PARAIBA,26/03/2024,"SACO PARA TRANSPORTE, GUARDA E INUMAÇÃO DE CADÁVERES",46.462.463/0001-76 - ARTHUR ANTUNES DOS SANTOS SILVA,"35.290,00",
25.901.004196.2024,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,27/03/2024,SERVIÇO DE LOCAÇÃO E MANUTENÇÃO DE STANDS CLIMATIZADOS,10.207.650/0001-66 - MERCIA MARIA DE SOUZA,"49.990,00",
25.000.002122.2024,SECRETARIA DE ESTADO DA SAÚDE,01/04/2024,AQUISIÇÃO EMERGENCIAL DE INSUMOS,10.852.945/0001-95 - SCD IND.E COM.DE APAR.ORTOPEDICOS LTDA-EPP,"7.900,00",
25.000.002364.2024,SECRETARIA DE ESTADO DA SAÚDE,01/04/2024,AQUISIÇÃO EMERGENCIAL DE EXAME,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"4.350,00",
25.000.004518.2024,SECRETARIA DE ESTADO DA SAÚDE,01/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,60.318.797/0001-00 - ASTRAZENECA DO BRASIL LTDA,"275.242,32",
25.206.000093.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,01/04/2024,ASSINATURA ANUAL DO DIÁRIO OFICIAL DO ESTADO PB,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"300,00",
25.206.000095.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,01/04/2024,CONTRATAÇÃO DE MANUTENÇÃO EM EQUIPAMENTOS ,12.929.519/0001-38 - SERVPROL SERV.E COMERCIO DE PROD.MEDICOS LTDA ME,"30.000,00",
25.206.000107.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,01/04/2024,AQUISIÇAO DE MEDICAMENTOS,21.381.761/0001-00 - SIX DISTRIBUIDORA HOSPITALAR LTDA,"47.922,00",
27.201.000377.2024,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",01/04/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LAVAGEM E HIGIENIZAÇÃO DE ESTOFADOS,50.340.684/0001-49 - LIONS COMERCIO E SERVIÇOS LTDA,"6.700,00",
09.202.000152.2024,CCG/AGÊNCIA DE REGULAÇÃO DO ESTADO DA PARAÍBA,02/04/2024,"SERVIÇOS DE AGENCIAMENTO, EMISSÃO, MARCAÇÃO, REMARCAÇÃO, CANCELAMENTO E ESTORNO DE BILHETES AÉREOS NACIONAL E INTERNACIONAL.",00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,"59.900,00",
21.901.000118.2024,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,02/04/2024,SERVIÇO DE EMISSÃO DE CERTIFICADO DIGITAL E-CNPJ A1,09.357.823/0001-43 - FED.DAS CAMARAS DE DIR.LOJ.DO EST.DA PARAIBA,"100,00",
25.000.004188.2024,SECRETARIA DE ESTADO DA SAÚDE,02/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO/INSUMOS ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"1.550.284,80",
25.000.004872.2024,SECRETARIA DE ESTADO DA SAÚDE,02/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO/INSUMOS,08.157.293/0001-27 - NATCOFARMA DO BRASIL LTDA,"500.838,16",
25.206.000108.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,02/04/2024,AQUISIÇÃO MATERIAL MÉDICO E HOSPITALAR,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"18.433,60",
25.301.000008.2024,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,02/04/2024,AQUISIÇÃO DE MATERIAL DE HIGIENE E LIMPEZA,32.073.039/0001-25 - SERGIO HENRIQUE MOURA DA SILVA,"56.872,90",
27.902.001241.2024,SEDH/FUNDO ESTADUAL DE ASSISTÊNCIA SOCIAL,02/04/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA CONFECÇÃO DE MATERIAL GRÁFICO PARA A V CONFERÊNCIA ESTADUAL DA PESSOA COM DEFICIÊNCIA DA PARAÍBA,40.953.788/0001-75 - GRAFIPEL EDITORA GRAFICA LTDA,"4.683,20",
25.000.002488.2024,SECRETARIA DE ESTADO DA SAÚDE,03/04/2024,AQUISIÇÃO EMERGENCIAL DE INSUMO PARA ATENDER DEMANDA JUDICIAL,30.723.445/0001-60 - JUMPER EQUIPAMENTOS MEDICOS COMERCIO LTDA - EPP,"36.890,00",
25.000.003185.2024,SECRETARIA DE ESTADO DA SAÚDE,03/04/2024,AQUISIÇÃO EMERGENCIAL DE EXAME  DE SEQUENCIAMENTO COMPLETO DE EXOMA,06.069.729/0001-09 - MEDICA COMERCIO REPRESENTACAO E IMPORTACAO LTDA,"4.350,00",
25.000.026304.2024,SECRETARIA DE ESTADO DA SAÚDE,04/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S) PARA ATENDER A DETERMINAÇÃO JUDICIAL DE DISPENSAÇÃO ,04.307.650/0022-60 - ONCO PROD DISTR DE PROD HOSP E ONCOLOGICOS LTDA,"211.609,26",
25.901.004194.2024,CENTRO ESPECIALIZADO DIAGNÓSTICO DO CÂNCER,04/04/2024,"SERVIÇO DE MANUTENÇÃO DE PORTAS, PORTÕES E GRADES COM REPOSIÇÃO DE PEÇAS",32.609.156/0001-60 - HR COSTA CONSTRUCOES E SERVICOS EIRELI,"32.100,00",
26.201.009569.2024,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,04/04/2024,"CONTRATAÇÃO SERVIÇO DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO DE BENS IMÓVEIS",10.339.944/0001-41 - ZELO LOCACAO DE MAO DE OBRA EIRELI,"4.422.630,24",
31.201.000077.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,04/04/2024,AQUISIÇÃO DE UMA FREEZER HORIZONTAL DE 150L,14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"2.189,00",
23.102.000002.2024,CORPO DE BOMBEIROS MILITAR DO ESTADO DA PARAÍBA/ 1º COMANDO REGIONAL BOMBEIRO MILITAR,05/04/2024,COMPRA DE MATERIAIS LIMPEZA  HIGIENE PARA O 1°CRBM,30.800.860/0001-70 -  A C DE OLIVEIRA COMERCIO E SERVICOS DE LIMPEZA,"16.093,47",
25.300.342024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,05/04/2024,AQUISIÇÃO DE MATERIAL DE LIMPEZA,09.082.705/0001-70 - ROBERVAL PAULINO,"4.937,00",
25.300.352024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,05/04/2024,AQUISIÇÃO DE GENEROS ALIMENTICIOS SECOS,09.082.111/0001-69 - AUDECY BELARMINO DE OLIVEIRA,"11.205,15",
27.000.001978.2024,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,05/04/2024,AQUISIÇÃO DE AGENDAS COM CANETAS ECOLÓGICAS PERSONALIZADAS,41.570.283/0001-94 - S D COMERCIO DE ARTIGOS DE BRINDES E SERVICOS GRAFICOS LTDA,"10.125,00",
27.201.000398.2024,"SEDH/FUNDAÇÃO DE DESENVOLVIMENTO DA CRIANÇA E DO ADOLESCENTE ""ALICE DE ALMEIDA""",05/04/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA PARA REFORMA/CONSTRUÇÃO DO ESPAÇO DESTINADO AOS EQUIPAMENTOS DE REVISTA CORPORAL E BAGAGEM - UNIDADE SEMILIBERDADE,48.393.324/0001-63 - UN ENGENHARIA LTDA,"116.780,00",
25.206.000111.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇÃO DE MATERIAL PARA INFORMÁTICA,11.715.833/0001-55 - LTSUL COMERCIO E SERVICOS LTDA - ME,"20.552,00",
25.206.000112.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,MONITORIZAÇÃO PARA PROCEDIMENTO MÉDICO,03.776.916/0001-26 - WAYMED COMERCIO DE ORTESES E PROTESES LTDA,"16.300,00",
25.206.000114.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇAO DE SONDA DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"3.188,25",
25.206.000115.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇÃO DE GRAMPEADOR LINEAR CORTANTE,01.835.769/0001-92 - BRAMED MATERIAL CIRÚRGICO LTDA - EPP,"2.646,00",
25.206.000116.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇAO DE MEDICAMENTOS,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"58.265,55",
25.206.000117.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,"15.218.561/0001-39 - NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA","15.840,00",
25.206.000118.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇÃO DE PRODUTOS LIMPEZA PARA LAVANDERIA,09.647.712/0001-71 - NEW CLEAN INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA EIRELI,"51.750,00",
25.206.000119.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"23.500,00",
25.206.000120.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇÃO DE AVIAMENTOS,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,"23.486,60",
25.206.000121.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,08/04/2024,AQUISIÇÃO DE MATERIAL DE CME,40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA,"5.967,80",
31.201.001455.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,08/04/2024," CONTRATAÇÃO DE UMA EMPRESA DE AR- CONDICIONADO PARA REALIZAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA NO DER-PB/SEDE, PATIO DE APREENSÃO DE VEICULOS E TERMINAL RODOVIARIO DE JOÃO PESSOA.",10.903.331/0001-95 - FRANCISCO FREIRE NETO JUNIOR,"57.000,00",
32.901.900020.2024,SEDAP/FUNDO DE DESENVOLVIMENTO AGROPECUÁRIO DO ESTADO DA PARAÍBA,08/04/2024,AQUISIÇÃO DE FENO TIFTON PARA ATENDER EVENTOS AGRONEGÓCIOS 2024,06.049.929/0001-91 - ATACADAO DO CRIADOR - COM.IND. AGROPECUARIA E TRANSPORTES LTDA,"57.478,00",
21.000.000097.2024R1,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,09/04/2024,AQUISIÇÃO DE CAMISETA - 38° SALÃO DO ARTESANATO PARAIBANO,07.358.710/0001-37 - VESTIR INDÚSTRIA E COMERCIO DE CONFECÇOES LTDA,"23.800,00",
23.901.000052.2024,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,09/04/2024,AQUISIÇÃO DE EQUIPAMENTOS DE MERGULHO PARA O CBMPB,17.211.480/0001-32 - ENGESUB SERVIÇOS SUBAQUÁTICOS,"56.220,00",
31.201.000929.2024,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,09/04/2024,"SOLICITAÇÃO DE COMPRA GÊNEROS ALIMENTÍCIOS - CAFÉ SOLÚVEL, CAFÉ TORRADO, ADOÇANTE, CAPPUCCINO, AÇÚCAR",14.822.531/0001-74 - ALLISON FELIPE OLIVEIRA MARCOLINO ME,"7.005,10",
21.000.000102.2024,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,10/04/2024,SERVIÇO DE ELABORAÇÃO DE PROJETOS ELÉTRICO E DE COMBATE A INCÊNDIO - 38º SALÃO DO ARTESANATO PARAIBANO CG,51.499.557/0001-50 - COMSOL SERVICO E SOLUCOES LTDA,"16.900,00",
21.000.000103.2024,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,10/04/2024,SERVIÇO DE FILMAGEM E MINI DOCUMENTÁRIO - 38° SALÃO DO ARTESANATO PARAIBANO CG,13.615.357/0001-26 - CENA2 PRODUCOES DIGITAIS LTDA,"23.800,00",
25.000.005132.2024,SECRETARIA DE ESTADO DA SAÚDE,10/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"57.356,16",
25.206.000123.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,10/04/2024,AQUISIÇÃO DE MATERIAL DESCARTÁVEL,43.151.872/0001-63 - DISTRIBUIDORA NOSSA SENHORA DE FATIMA EIRELI,"48.947,70",
25.226.000073.2024R3,SES/HOSPITAL DR AMERICO MAIS VASCONCELOS - CATOLE DO ROCHA,10/04/2024,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE PONTO ELETRÔNICO BIOMETRICO FACIAL,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,"10.800,00",
25.300.382024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,FORNECIMENTO DE QUENTINHA - ALMOÇO,38.598.188/0001-94 - AVELINA SOARES LIMA DE MEDEIROS,"18.000,00",
25.300.392024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,FORNECIMENTO DE QUENTINHA - JANTAR,38.598.188/0001-94 - AVELINA SOARES LIMA DE MEDEIROS COMERCIO E SERVIÇOS,"13.200,00",
25.300.402024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,"SERVIÇO DE EXAMES LABORATORIAIS - MATERIAIS, INSUMOS, EPI´S E EXAMES",10.682.541/0001-09 - GILBON DE ARAUJO MEDEIROS,"17.895,39",
25.300.412024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,AQUISIÇÃO DE TNT,26.230.669/0001-63 - MEDEIROS E FRAZAO ARTIGOS DE ARMARINHO LTDA,"20.010,00",
25.300.422024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,AQUISIÇAO DE DESCARTÁVEIS,09.082.705/0001-70 - ROBERVAL PAULINO,"19.172,00",
25.300.432024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,AQUISIÇÃO DE GENEROS ALIMENTICIOS SECOS,09.082.705/0001-70 - ROBERVAL PAULINO,"18.370,20",
25.300.442024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,AQUISIÇÃO DE MATERIAL DE LIMPEZA,09.082.111/0001-69 - DECISAO SUPERMERCADO LTDA,"8.455,85",
25.300.452024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,AQUISIÇÃO DE MEDICAMENTOS,45.357.178/0001-22 - MARIA E FERREIRA,"28.144,50",
25.300.462024.2024,SES/UNIDADE DE PRONTO ATENDIMENTO UPA 24 HORAS DO MUNICÍPIO DE PRINCESA ISABEL,10/04/2024,AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR,45.357.178/0001-22 - MARIA E FERREIRA,"21.312,00",
25.301.000009.2024,SES/CENTRO ESPECIALIZADO EM REABILITACAO - CER IV,10/04/2024,AQUISIÇÃO DE MATERIAL DE INFORMÁTICA,05.570.101/0001-11 - MARCOS ANTONIO FERREIRA DA SILVA - ME,"19.235,00",
26.201.014511.2024,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,10/04/2024,AQUISIÇÃO DE CAMISAS PERSONALIZADAS  ,07.046.164/0001-07 - L & J TRANSFER LTDA.,"59.100,00",
33.000.000330.2024,SECRETARIA DE ESTADO DA CULTURA,10/04/2024,PUBLICAÇÕES NO DIÁRIO OFICIAL DO ESTADO - EMPRESA PARAIBANA DE COMUNICAÇÃO - EPC,09.366.790/0001-06 - EMPRESA PARAIBANA DE COMUNICAÇAO S.A -EPC,"18.935,00",
33.201.000498.2024,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,10/04/2024,SERVIÇO DE TERCEIRO PESSOA JURÍDICA - BANDA BASE.,13.687.471/0001-61 - MARIA ESTER MENESES ROLIM - ME,"57.500,00",
25.000.004180.2024,SECRETARIA DE ESTADO DA SAÚDE,11/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO(S) ,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"878.328,43",
25.000.011099.2024,SECRETARIA DE ESTADO DA SAÚDE,11/04/2024,AQUISIÇÃO DE APARELHO CONCENTRADOR DE OXIGÊNIO PORTÁTIL,04.238.951/0001-54 - LOCMED HOSPITALAR LTDA,"25.000,00",
25.206.000126.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,11/04/2024,MANUTENÇÃO EM POLTRONAS DE ACOMPANHANTES,35.325.626/0001-52 - ADRYAN WAGNER MUNIZ DOS SANTOS LEITE 10352654430,"8.092,00",
25.206.000128.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,11/04/2024,AQUISIÇÃO DE INSUMOS E REAGENTES PARA REALIZAÇÃO DO TESTE DO SUOR,03.611.875/0001-18 - ELITECH LATINO AMERICA LTDA,"55.060,18",
25.000.012255.2024,SECRETARIA DE ESTADO DA SAÚDE,12/04/2024,AQUISIÇÃO DE MEDICAMENTO,33.009.945/0001-23 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S/A,"469.577,83",
25.205.000042.2024,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,12/04/2024,CONTRATAÇÃO DO SERVIÇO DE PONTO ELETRÔNICO,17.018.554/0001-19 - VLADMIR DE MATOS LEITÃO - ME,"900,00",
26.201.011112.2024,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,12/04/2024,CONTRATAÇÃO DO SERVIÇO DE MANUTENÇÃO CORRETIVA E PREVENTIVA EM EXTINTORES DE INCÊNDIO,53.270.655/0001-46 - ABC INSTALACAO LTDA,"10.469,00",
25.206.000130.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,15/04/2024,SERVIÇO DE RECARGA DE EXTINTORES,02.502.563/0001-03 - EXTSIN EXTINTORES NORDESTE SERVICOS LTDA,"2.791,30",
25.206.000133.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,15/04/2024,AQUISIÇÃO DE TECIDOS,49.605.382/0001-76 - GR COMERCIO DE ALIMENTOS LTDA,"58.665,00",
35.000.000114.2024,SECRETARIA DA CIENCIA TECNOLOGIA INOVACAO E ENSINO SUPERIOR,15/04/2024,AQUISIÇÃO DE CAMISAS ,50.340.684/0001-49 - LIONS COMERCIO E SERVIÇOS,"22.900,00",
25.000.023503.2024,SECRETARIA DE ESTADO DA SAÚDE,16/04/2024,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS PARA ATENDER DETERMINAÇÃO JUDICIAL,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"457.573,20",
25.206.000136.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,AQUISIÇÃO DE EMBALAGEM DESCARTÁVEL,09.183.224/0001-50 - O ESCOLAR COMERCIO E SERVICOS LTDA,"45.738,00",
25.206.000137.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,AQUISIÇAO DE MATERIAL MEDICO E HOSPITALAR,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"11.800,00",
25.206.000138.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,AQUISIÇAO DE SONDA DE GASTROSTOMIA,24.958.749/0001-04 - SABRINA MARTHA RAMALHO MENDES COMERCIO DE ARTIGOS MEDICOS EIRELI - ME,"6.376,50",
25.206.000139.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,AQUISIÇÃO DE EMBALAGEM DESCARTÁVEL,50.340.684/0001-49 - LIONS COMERCIO E SERVIÇOS,"15.754,24",
25.206.000140.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,SERVIÇOS DE HEMODIÁLISE PARA PACIENTES RENAIS,09.291.683/0001-58 - NEFRUZA SERVICOS NEFROLOGICOS FIUZA CHAVES LTDA,"10.100,00",
25.206.000141.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,AQUISIÇÃO DE GENEROS ALIMENTICIOS,43.711.857/0001-22 - JKJ DISTRIBUIDORA DE ALIMENTOS LTDA,"59.765,11",
25.206.000142.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,AQUISIÇÃO DE PINÇA CIRURGICA,11.278.315/0001-11 - PROMED MATERIAIS CIRURGICOS LTDA,"4.900,00",
25.206.000145.2024,SES/COMPLEXO DE SAÚDE ARLINDA MARQUES,16/04/2024,SERVIÇOS DE MONITORIZAÇÃO NEUROFISIOLÓGICA,03.776.916/0001-26 - WAYMED COMERCIO DE ORTESES E PROTESES LTDA,"16.300,00",
