Nº Processo,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado
30.000.126451.2022,ENCARGOS GERAIS DO ESTADO,15/06/2022,LOCAÇÃO DE TERRENO TORRE DE COMUNICAÇÃO,Razão Social não encontrada,"1.300,00"
30.000.149135.2022,ENCARGOS GERAIS DO ESTADO,15/06/2022,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA EM BAYEUX,Razão Social não encontrada,"7.000,00"
38.000.000144.2022,POLICIA CIVIL DO ESTADO DA PARAIBA,15/06/2022,AQUISIÇÃO DE CONJUNTO AQUECEDOR (PEÇA PARA MANUTENÇÃO DO EQUIPAMENTO CROMATÓGRAFO),Razão Social não encontrada,"22.739,98"
22.201.000585.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA,04.203.988/0001-47 - JSL LOCAÇÕES E MONTAGENS EIRELI,"9.640,00"
22.201.000601.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA.,"22.427.423/0001-25 - MILLS ESTÚDIOS CINEMATOGRÁFICOS E SERVIÇOS AUDIOVISUAIS, COMUNICAÇÃO E PUBLICIDADE LTDA - EPP","364.777,00"
22.201.000608.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA,"22.427.423/0001-25 - MILLS ESTÚDIOS CINEMATOGRÁFICOS E SERVIÇOS AUDIOVISUAIS, COMUNICAÇÃO E PUBLICIDADE LTDA - EPP","6.500,00"
22.201.000609.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA.,04.233.558/0001-78 - JOSE ROGERIO MAGALHAES GUEDES - ME,"2.500.000,00"
22.201.000610.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA,12.727.476/0001-08 - S & A EVENTOS EIRELI - ME,"3.640,00"
22.201.000611.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,17/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA.,17.392.053/0001-06 - PLENITUDE SEGURANÇA PRIVADA LTDA,"315.000,00"
25.000.003738.2022,SECRETARIA DE ESTADO DA SAÚDE,20/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.247.743/0044-50 - GLAXOSMITHKLINE BRASIL LTDA,"888.145,00"
25.203.000455.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,20/06/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALI. EM FORNECIMENTO DE SOLUÇÃO IMPRESSÃO DEPARTAMENTAL,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,"94.200,00"
30.000.139784.2022,ENCARGOS GERAIS DO ESTADO,20/06/2022,LOCAÇÃO DE IMÓVEL PATRULHA MARIA DA PENHA EM JOÃO PESSOA,Razão Social não encontrada,"2.340,00"
30.000.167605.2022,ENCARGOS GERAIS DO ESTADO,20/06/2022,LOCAÇÃO DE IMÓVEL CASA DE ACOLHIDA LGBTQIAP+ EM JOÃO PESSOA,Razão Social não encontrada,"5.400,00"
30.000.173265.2022,ENCARGOS GERAIS DO ESTADO,20/06/2022,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM SÃO JOSÉ DE PIRANHAS,Razão Social não encontrada,"1.550,00"
31.202.000716.2022,SEIE/SUPERINTENDÊNCIA DE OBRAS DO PLANO DE DESENVOLVIMENTO DO ESTADO,20/06/2022,AQUISIÇÃO DE LICENÇA OFFICE.,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"41.032,32"
22.201.000554.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,21/06/2022,EQUIPAMENTOS E MATERIAL PERMANENTE,45.579.602/0001-83 - MAIS DISTRIBUIÇÕES PB COMÉRCIO E SERVIÇOS LTDA,"2.170,00"
22.201.000639.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,21/06/2022,EQUIPAMENTOS E MATERIAL PERMANENTE / MATERIAL DE CONSUMO,24.970.943/0001-05 - LOJA DE FER. COM. DE FERRAMENTAS,"12.534,75"
22.204.002182.2022,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,21/06/2022,A AQUISIÇÃO DE 5 BALANÇAS ANALÍTICAS PARA OS LABORATÓRIOS DE GRADUAÇÃO DE QUÍMICA,08.845.041/0001-90 - BRAZDI IMPORTACAO EXPORTACAO COM.E SERV.DE PRODUTOS LABORATORIAIS EIRELI,"32.000,00"
25.000.004138.2022,SECRETARIA DE ESTADO DA SAÚDE,21/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,43.940.618/0001-44 - ELI LILLY DO BRASIL LTDA,"206.634,60"
25.000.003316.2022,SECRETARIA DE ESTADO DA SAÚDE,22/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,12.420.164/0009-04 - CM HOSPITALAR S.A.,"566.219,16"
25.000.003976.2022,SECRETARIA DE ESTADO DA SAÚDE,22/06/2022,"AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PERTUZUMABE 420MG/14ML, SOL. DIL INFUS IV)  ",33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"116.675,79"
25.213.000310.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,22/06/2022,"AQUISIÇÃO DE MATERIAIS P/ CIRURGIAS ORTOPÉDICAS, C/ FORNECIM. DE ÓRTESES E PRÓTESES EM REG. COMODATO",41.249.434/0001-07 - PROSMED PRODUTOS MEDICOS COMERCIO LTDA,"800.995,79"
26.000.000322.2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,22/06/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO EM TRANSFORMADOR DA SESDS,19.052.073/0001-55 - MULTISERVICE CONSTRUÇÕES E SERVIÇOS EIRELI,"18.900,00"
25.000.003735.2022,SECRETARIA DE ESTADO DA SAÚDE,27/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"315.990,00"
25.000.003737.2022,SECRETARIA DE ESTADO DA SAÚDE,27/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,33.247.743/0044-50 - GLAXOSMITHKLINE BRASIL LTDA,"497.340,00"
25.000.003972.2022,SECRETARIA DE ESTADO DA SAÚDE,27/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"95.835,60"
25.203.000550.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,27/06/2022,EMERGENCIAL DE TECIDOS,19.752.596/0001-04 - CENTER COMERCIAL FORMIGA LTDA,"80.584,00"
25.203.000574.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,27/06/2022,"EMERGENCIAL DE CARNE BOVINA, SUÍNA, PEIXE E DERIVADOS",26.290.355/0001-56 - LUCIELMA MARIA OLIVEIRA DA SILVA - EPP,"390.681,80"
25.213.000311.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,27/06/2022,"AQUISIÇÃO DE REAGENTES, COM O FORNECIMENTO DE EQUIPAMENTOS LABORATORIAIS EM REGIME DE COMODATO",07.936.090/0001-76 - BIOMED DIST. HOSP. E LABORATORIAL NOSSA SENHORA DA CONCEICAO LTDA,"693.408,76"
07.000.000231.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",28/06/2022,CONTRATAÇÃO DE ENTIDADE SEM FINS LUCRATIVOS - PROG. QUALIFICA JUVENTUDES,04.428.605/0001-39 - SERVICO NACIONAL DE APRENDIZAGEM RURAL - SENAR/PB,"245.500,00"
22.201.000670.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,28/06/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"3.510,00"
25.000.003555.2022,SECRETARIA DE ESTADO DA SAÚDE,28/06/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE EIRELI,"135.000,00"
22.201.000672.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,29/06/2022,MATERIAL DE CONSUMO,43.592.759/0001-13 - MAURICIO MATEUS BARBOSA BORGES,"12.776,52"
25.000.003736.2022,SECRETARIA DE ESTADO DA SAÚDE,29/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"356.378,55"
30.000.131686.2022,ENCARGOS GERAIS DO ESTADO,29/06/2022,LOCAÇÃO DE IMÓVEL SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO JOÃO PESSOA,Razão Social não encontrada,"28.500,00"
30.000.202201663.2022,ENCARGOS GERAIS DO ESTADO,29/06/2022,LOCAÇÃO DE IMÓVEL SEDE DA SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO,Razão Social não encontrada,"52.000,00"
21.901.000103.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,30/06/2022,SERVIÇOS DE DEDETIZAÇÃO E CONTROLE DE PRAGAS E INSETOS,12.301.257/0001-62 - ALFA SAUDE AMBIENTAL LTDA - ME,"494,00"
25.000.003734.2022,SECRETARIA DE ESTADO DA SAÚDE,30/06/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"86.013,90"
25.215.000067.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,30/06/2022,AQUISIÇÃO DE GENEROS ALIMENTICIOS E PÃO,04.462.687/0001-38 - CHRISTIANNY MAROJA EIRELI,"542.002,06"
25.216.001122.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,30/06/2022,MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS DE COZINHA INDUSTRIAL EM CARÁTER EMERGENCIAL,20.947.671/0001-71 - ANTONIO DE ARRUDA PINTO,"125.700,00"
22.204.006689.2022,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,01/07/2022,AQUISIÇÃO DE MATERIAL DE LIMPEZA PARA UNIVERSIDADE ESTADUAL DA PARAÍBA – UEPB.,44.895.675/0001-11 - M M A FARIAS COMERCIO E SERVICOS LTDA,"18.600,00"
25.237.000211.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),01/07/2022,CONTRATACAO DE SERVICO DE RECEPCAO E PORTARIA,40.729.834/0001-57 - JD SERVICOS DE RECEPCAO E APOIO LTDA,"225.000,00"
25.203.000751.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,02/07/2022,COMPRA EMERGENCIAL DE OXIGÊNIO LÍQUIDO,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"640.650,00"
25.000.004141.2022,SECRETARIA DE ESTADO DA SAÚDE,04/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,07.484.373/0001-24 - UNI HOSPITALAR LTDA,"118.651,08"
25.000.004297.2022,SECRETARIA DE ESTADO DA SAÚDE,04/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PERTUZUMABE 420MG/14ML) ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"127.282,68"
25.000.004512.2022,SECRETARIA DE ESTADO DA SAÚDE,04/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,"91.048,86"
25.237.000219.2022,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),04/07/2022,CONTRATACAO DE EMPRESA ESPECIALIZADA EM VIDEO MONITORAMENTO,45.094.261/0001-56 - VISION PRIME LTDA,"81.000,00"
21.901.000108.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,05/07/2022,SERVIÇOS DE ADESIVAGEM,07.046.164/0001-07 - L & J TRANSFER LTDA.,"3.195,00"
21.901.000114.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,05/07/2022,LOCAÇÃO DE VEÍCULOS ADMINISTRATIVOS,11.894.536/0001-14 - VERITAS COMERCIO E SERVICOS LTDA - ME,"137.820,00"
22.000.015004.2022,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,05/07/2022,CONTRATAÇÃO DE SERVIÇO TÉCNICO ESPECIALIZADO EM MANUTENÇÃO E REPARO DE MAQUINÁRIO GRÁFICO.,727.315.914-04 - JOSENILDO FARIAS MENDONÇA,"8.800,00"
22.204.002408.2022,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,05/07/2022,A AQUISIÇÃO DE SISTEMA DE AUTOMAÇÃO PARA O LABORATÓRIO DE ANÁLISES CLÍNICAS – LAC - UEPB,27.652.720/0001-98 - MARCO AURÉLIO FREITAS SANTOS,"8.193,00"
25.000.004516.2022,SECRETARIA DE ESTADO DA SAÚDE,05/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OCRELIZUMABE 30MG/ML)  ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,"60.556,50"
25.203.000702.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,05/07/2022,CONTRATAÇÃO EMERGENCIAL DE SERVIÇO DE LOCAÇÃO DE USINA DE GASES MEDICINAIS E SISTEMA DE VÁCUO,05.329.135/0003-80 - ALEXSANDRO SANTOS DA SILVA - EPP,"87.000,00"
22.201.000701.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,06/07/2022,SERVIÇO DE TERCEIRO PESSOA JURÍDICA.,46.695.850/0001-52 - RM CONSTRUÇÃO LTDA,"24.500,00"
25.203.000654.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,06/07/2022,CONTRATAÇÃO EMERGENCIAL DE SERVI. DE MANUT. PREV. E CORRET. C/ REPOS. DE PEÇAS EM AR CONDICIONADOS,05.514.490/0001-68 - R M SERVICOS DE REFRIGERAÇÃO EIRELI - ME,"118.890,00"
25.203.000712.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,06/07/2022,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE GRUPO GERADOR DE 500 KVA,15.353.461/0001-15 - AMBAR SERVICOS EIRELI - ME,"80.400,00"
31.205.005302.2022,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,06/07/2022,CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE PASSAGENS AÉREAS.,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,"35.600,00"
22.201.000704.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,07/07/2022,EQUIPAMENTOS E MATERIAL PERMANENTE,24.970.943/0001-05 - LOJA DE FER. COM. DE FERRAMENTAS,"2.289,80"
24.000.003591.2022,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA,07/07/2022,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS E INSUMOS DE PANIFICAÇÃO,26.073.725/0001-01 - COMERCIO VAREJISTA DE ALIMENTOS VERDE VALE CAMPINA LTDA,"8.534.820,11"
25.000.003733.2022,SECRETARIA DE ESTADO DA SAÚDE,07/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO- CEAF.,"35.067.853/0001-25 - TECHPHARMA HOSPITALAR COMERCIO,IMPORTACAO E EXPORTACAO EIRELI","56.722,00"
25.000.004563.2022,SECRETARIA DE ESTADO DA SAÚDE,07/07/2022,AQUISIÇÃO EMERGENCIAL DE FÓRMULA INFANTIL,28.167.665/0001-03 - SOS COMERCIO DE MATERIAIS MEDICOS HOSPITALARES EIRELI,"19.968,00"
25.213.000335.2022,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,07/07/2022,LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (OXIGÊNIO E AR COMPRIMIDO).,03.259.614/0001-80 - R.C. COMERCIO GASES E EQUIPAMENTOS LTDA-ME,"336.000,00"
21.901.000121.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,08/07/2022,SERVIÇOS DE PRODUÇÃO DE INSUMOS GRÁFICOS PARA PROJETO CIRCUITO EMPREENDER,39.269.870/0001-04 - ROBERTO DE SOUZA SILVA 14216559425,"5.964,60"
25.000.002223.2022,SECRETARIA DE ESTADO DA SAÚDE,08/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO- CEAF.,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,"2.442.048,00"
25.205.012334.2022,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,08/07/2022,MATERIAL DE HIGIENE E LIMPEZA E LIMPEZA PARA LAFARM,34.387.726/0001-40 - SMART COMERCIO E SERVICOS EIRELI,"73.022,50"
25.240.000142.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,08/07/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM AR-CONDICIONADO,28.211.344/0001-69 - DANIELA APARECIDA VILAR DE ARAÚJO,"92.640,00"
11.000.000197.2022,CONTROLADORIA GERAL DO ESTADO,11/07/2022,PLATAFORMA DE COLABORAÇÃO E PRODUTIVIDADE BÁSICA - E1 - REDE EM NUVEM,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,"4.491,00"
25.000.004140.2022,SECRETARIA DE ESTADO DA SAÚDE,11/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,"52.541,25"
25.000.004791.2022,SECRETARIA DE ESTADO DA SAÚDE,11/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"111.459,00"
23.901.000060.2022,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,12/07/2022,SERVIÇO DE LOCAÇÃO DE ESTRUTURAS PARA EVENTOS PARA AS UNIDADES DO CBMPB,11.479.345/0001-96 - VITOR FEST LOCAÇÕES LTDA,"40.610,00"
25.216.001254.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,12/07/2022,CONTRATAÇÃO DE PJ PARA SERV. DE MAN. CORRETIVA EM MOBÍLIAS FIXAS PROJ. EM MDF EM CARATER EMERGENCIAL,18.145.255/0001-08 - MULT SERVICOS EIRELI,"754.225,90"
31.201.003288.2022,SEIE/DEPARTAMENTO DE ESTRADAS DE RODAGEM,12/07/2022,SOLICITA AUTORIZAÇÃO APARA AQUISIÇÃO DE FILTROS (DERº),31.462.087/0001-42 - LAAF DISTRIBUIDORA DE PRODUTOS AUTOMOTIVOS LTDA,"31.073,35"
09.202.000220.2022,CCG/AGÊNCIA DE REGULAÇÃO DO ESTADO DA PARAÍBA,13/07/2022,AQUISIÇÃO DE PASSAGENS AÉREAS,00.448.994/0001-03 - CLASSIC VIAGENS E TURISMO EIRELI,"1.200,00"
25.000.003469.2022,SECRETARIA DE ESTADO DA SAÚDE,13/07/2022,"MEDICAMENTO AFLIBERCEPTE, COM FOTOCOAGULAÇÃO ",12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA,"5.800,00"
25.203.000539.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,13/07/2022,EMERGENCIAL DE NUTRIÇÃO PARENTERAL PARA NEONATAL,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"138.000,00"
25.235.000119.2022,SES/UNIDADE DE PRONTO ATENDIMENTO CAJAZEIRAS - UPA,13/07/2022,LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (OXIGÊNIO E AR COMPRIMIDO),03.259.614/0001-80 - R.C. COMERCIO GASES E EQUIPAMENTOS LTDA-ME,"150.000,00"
25.240.000156.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,13/07/2022,"SERVIÇO DE SANITIZAÇÃO, DESINSETIZAÇÃO E CONTROLE DE PRAGAS",09.175.454/0001-78 - HAVEL DEDETIZAÇÕES LTDA,"36.000,00"
28.000.000524.2022,PROJETO COOPERAR,13/07/2022,"CONTRATAÇÃO DE EMPRESA-INSTALAÇÃO DE SUBESTAÇÃO DE 112,5 KVA NA SEDE DO PROJETO COOPERAR",45.113.810/0001-92 - JOADSON ALVES FIRMINO,"90.685,00"
25.240.000143.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,14/07/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS HOSPITALARES,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"508.320,00"
25.240.000153.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,14/07/2022,AQUISIÇÃO DE MEDICAMENTOS ,02.977.362/0001-62 - A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,"2.803.424,50"
25.240.000155.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,14/07/2022,"AQUISIÇÃO DE CANETAS, PLACAS E BISTURIS",11.758.108/0001-64 - SERVMED COMERCIO E SERVICO DE LOCACAO DE EQUIPAMENTOS HOSPITALARES LTDA - ME,"68.100,00"
25.240.000159.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,14/07/2022,SERVIÇO DE OUTSOURCING DE IMPRESSÃO,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,"34.610,00"
25.216.001285.2022,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,15/07/2022,AQUISIÇÃO DE MATERIAL HIDRÁULICO EM CARÁTER EMERGENCIAL,34.698.763/0001-70 - L. CAMPOS,"94.170,51"
25.240.000154.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,15/07/2022,AQUISIÇÃO DE MATERIAL MÉDICO,17.227.485/0001-53 - LG PRODUTOS HOSPITALARES LTDA,"2.495.985,45"
25.240.000160.2022,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,15/07/2022,SERVIÇO DE LOCAÇÃO DE RAIO X MÓVEL E CR.,10.464.359/0001-73 - ROBERTO DIOGO FERREIRA DA COSTA EIRELI,"93.600,00"
07.000.000323.2022,"SECRETARIA DE ESTADO DA JUVENTUDE, ESPORTE E LAZER",18/07/2022,CONTRATAÇÃO DE SERVIÇO DE VIGILÂNCIA ARMADA,08.705.015/0001-67 - WEIDER SEGURANCA PRIVADA EIRELI,"567.068,40"
22.201.000375.2022,SEC/FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA,18/07/2022,MATERIAL DE CONSUMO,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,"4.305,60"
25.000.005372.2022,SECRETARIA DE ESTADO DA SAÚDE,18/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,"107.112,42"
25.215.000085.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,19/07/2022,POLPA DE FRUTA,23.265.304/0001-86 - EZEQUIAS VIEIRA DA SILVA,"90.030,60"
25.215.000086.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,19/07/2022,CARNES E ASSEMELHADOS,07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA PIRES - EPP,"2.650.071,17"
25.238.000090.2022,SES/HOSPITAL GERAL DE MAMANGUAPE,19/07/2022,CONTRATAÇÃO DE EMPRESA PARA HEMODIÁLISES,48.005.927/0001-40 - UNIRIM TERAPIA DE SUBSTITUIÇAO RENAL AGUDOS S/S LTDA,"32.000,00"
21.901.000130.2022,SETDE/FUNDO ESTADUAL DE APOIO AO EMPREENDEDORISMO - EMPREENDER-PB,20/07/2022,SERVIÇOS DE MANUTENÇÃO DE EXTINTORES,08.117.133/0001-54 - PREVINCENDIO COMERCIO E SERVIÇO LTDA - ME,"1.165,00"
25.000.003250.2022,SECRETARIA DE ESTADO DA SAÚDE,20/07/2022,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS MÉDICOS APLICAÇÃO MEDICAMENTO AFLIBERCEPTE ,12.646.171/0003-33 - CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA -ME,"14.000,00"
25.203.000604.2022,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,20/07/2022,EMERGENCIAL DE MATERIAL MÉDICO,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI,"421.317,20"
23.901.000025.2022,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,21/07/2022,AQUISIÇÃO DE MATERIAIS DE LIMPEZA PARA O CBMPB,07.227.808/0001-55 - B.J. COMERCIO DE ALIMENTOS LTDA,"6.827,74"
23.901.000032.2022R1,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,21/07/2022,SERVIÇO DE FORNECIMENTO DE ALIMENTOS PARA EVENTOS,"16.631.594/0001-79 - DROP'S BUFFET, EVENTOS E ESCOLA GASTRONÔMICA EIRELI","51.800,00"
23.901.000037.2022,CBMPB/FUNDO ESPECIAL DO CORPO DE BOMBEIROS,21/07/2022,SERVIÇO DE FORNECIMENTO DE ALIMENTOS (TIPO QUENTINHA),05.672.519/0001-30 - PADARIA PONTES LTDA-ME,"30.723,00"
25.000.005428.2022,SECRETARIA DE ESTADO DA SAÚDE,21/07/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,"108.306,00"
25.215.000088.2022,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,21/07/2022,"AQUISIÇÃO DE EQUIPOS DESTINADO À ALIMENTAÇÃO ENTERAL, COM EQUIPAMENTO EM COMODATO",01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,"158.650,00"
25.242.000054.2022,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,21/07/2022,AQUISIÇÃO DE MEDICAMENTOS,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,"148.800,00"
