Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,SIGLA,Modalidade2,Data de Abertura,Objeto,ClassObjeto,Razão Social,Total Adjudicado,Valor
220.000.159.222.021,DISPENSA DE LICITAÇÃO,26/10/2021,,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,SEE,CONTRATAÇÃO COMPLEMENTAR DE SERVIÇOS DE ACESSO À INTERNET MÓVEL 3G/4G,26/10/2021,CONTRATAÇÃO COMPLEMENTAR DE SERVIÇOS DE ACESSO À INTERNET MÓVEL 3G/4G,Serviços de telefonia e internet,Razão Social não encontrada,240.473,240473
250.000.012.302.021,DISPENSA DE LICITAÇÃO,26/10/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAGUE DE 25 MG E DE 50 MG) ,26/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (ELTROBOMPAGUE DE 25 MG E DE 50 MG) ,Compra de Medicamentos,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,1.837.405,1837405
2.500.029.095.472.020,DISPENSA DE LICITAÇÃO,26/10/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE,26/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE,Contratação de serviços em geral,29.521.159/0001-33 - HOSPITAL MILAGRES SERVICOS DE SAUDE EIRELI,117.6,117600
252.030.016.622.021,DISPENSA DE LICITAÇÃO,26/10/2021,1,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM VÍDEO MONITORAMENTO,26/10/2021,CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALIZADA EM VÍDEO MONITORAMENTO,Contratação de serviços em geral,02.715.056/0001-58 - ALERTA SEGURANCA ELETRONICA EIRELI - EPP,267.6,267600
252.340.000.392.021,DISPENSA DE LICITAÇÃO,26/10/2021,1,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,SES,CONTRATAÇÃO DE EMPRESA PARA ADEQUAÇÃO DE BANCADAS E ALIMENTAÇÃO ELÉTRICA,26/10/2021,CONTRATAÇÃO DE EMPRESA PARA ADEQUAÇÃO DE BANCADAS E ALIMENTAÇÃO ELÉTRICA,Obras e serviços de engenharia,25.048.327/0001-64 - DANIELE MAIA DA SILVA,9.845,9845
252.340.000.402.021,DISPENSA DE LICITAÇÃO,26/10/2021,1,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE ENGENHARIA,26/10/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE ENGENHARIA,Obras e serviços de engenharia,25.048.327/0001-64 - DANIELE MAIA DA SILVA,304.549,304549
252.370.003.172.021,DISPENSA DE LICITAÇÃO,26/10/2021,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LAVANDERIA,26/10/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LAVANDERIA,Contratação de serviços em geral,20.546.182/0002-99 - SERVBRASIL SOLUCOES EM ALIMENTACAO,,
239.010.000.702.021,DISPENSA DE LICITAÇÃO,27/10/2021,1,CORPO DE BOMBEIROS MILITAR DA PARAÍBA,BMPB,CONTRATAÇÃO DE SERVIÇO DE TÉCNICOS ESPECIALIZADOS MANUTENÇÃO DE ACESSO A REPAD,27/10/2021,CONTRATAÇÃO DE SERVIÇO DE TÉCNICOS ESPECIALIZADOS MANUTENÇÃO DE ACESSO A REPAD,Contratação de serviços em geral,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,19.8,19800
250.000.012.322.021,DISPENSA DE LICITAÇÃO,27/10/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,27/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,Compra de Medicamentos,73.856.593/0001-66 - PRATI,,
250.000.015.322.021,DISPENSA DE LICITAÇÃO,27/10/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),27/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (OMALIZUMABE 150MG),Compra de Medicamentos,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,187.19,187190
252.130.007.982.021,DISPENSA DE LICITAÇÃO,27/10/2021,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,SES,LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (OXIGÊNIO E AR COMPRIMIDO),27/10/2021,LOCAÇÃO DE USINA DE PRODUÇÃO DE GASES MEDICINAIS (OXIGÊNIO E AR COMPRIMIDO),Materiais de Expediente,03.259.614/0001-80 - R.C. COMERCIO GASES E EQUIPAMENTOS LTDA-ME,120,120000
252.400.002.222.021,DISPENSA DE LICITAÇÃO,27/10/2021,7,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE MATERIAIS MÉDICO-HOSPITALARES.,27/10/2021,AQUISIÇÃO DE MATERIAIS MÉDICO-HOSPITALARES.,Materiais e Equipamentos Hospitalares,17.227.485/0001-53 - L.G PRODUTOS HOSPITALARES LTDA,3.417.178,3417178
252.370.003.342.021,DISPENSA DE LICITAÇÃO,28/10/2021,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),SES,SERVIÇOS LABORATORIO ANALIS CLINICAS,28/10/2021,SERVIÇOS LABORATORIO ANALIS CLINICAS,Exame Hospitalar,10.485.989/0001-25 - VESCIA MARIA FERNANDES DUARTE EIRELI,45,45000
250.000.015.312.021,DISPENSA DE LICITAÇÃO,29/10/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE BOLSA DE UROSTOMIA COLOPLAST,29/10/2021,AQUISIÇÃO EMERGENCIAL DE BOLSA DE UROSTOMIA COLOPLAST,Materiais e Equipamentos Hospitalares,27.963.904/0001-79 - IRIS PALHANO ALVES DA SILVA,7.731,7731
250.000.022.702.021,DISPENSA DE LICITAÇÃO,29/10/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENZALUTAMIDA 40MG) ,29/10/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ENZALUTAMIDA 40MG) ,Compra de Medicamentos,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS,57.506,57506
252.160.019.432.021,DISPENSA DE LICITAÇÃO,29/10/2021,3,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE MATERIAS DE HIGIENIZAÇÃO EM CARATER EMERGENCIAL PARA 60 DIAS,29/10/2021,AQUISIÇÃO DE MATERIAS DE HIGIENIZAÇÃO EM CARATER EMERGENCIAL PARA 60 DIAS,Materiais de Expediente,38.308.355/0001-15 - M&M COMERCIO VAREJISTA DE SANEANTES EIRELI,374.551,374551
300.001.153.782.021,DISPENSA DE LICITAÇÃO,29/10/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL SEDE DA 5ª GERÊNCIA REGIONAL DE EDUCAÇÃO EM MONTEIRO,29/10/2021,LOCAÇÃO DE IMÓVEL SEDE DA 5ª GERÊNCIA REGIONAL DE EDUCAÇÃO EM MONTEIRO,Locação de Imóvel,07.055.103/0001-06 - N NUNES NEGÓCIOS IMOBILIÁRIOS LTDA,18,18000
150.000.000.442.021,DISPENSA DE LICITAÇÃO,3/11/2021,2,POLÍCIA MILITAR DO ESTADO DA PARAÍBA,PMPB,ÁGUA MINERAL E ALIMENTAÇÃO P.O.,3/11/2021,ÁGUA MINERAL E ALIMENTAÇÃO P.O.,Alimentação,05.672.519/0001-30 - PADARIA PONTES LTDA,251.4,251400
210.000.009.012.021,DISPENSA DE LICITAÇÃO,3/11/2021,1,SECRETARIA DE ESTADO DO TURISMO E DO DESENVOLVIMENTO ECONÔMICO,SETDE,CONTRATAÇÃO DE EMPRESA DE MANUTENÇÃO PARA IRRIGAÇÃO,,,Contratação de serviços em geral,,,
250.000.016.852.021,DISPENSA DE LICITAÇÃO,3/11/2021,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS (MALTODEXTRINA E TCM COM AGE),3/11/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTOS NUTRICIONAIS (MALTODEXTRINA E TCM COM AGE),Suplementos e Leite Fórmula,28.167.665/0001-03 - SOS COMERCIO DE MATERIAIS MEDICOS HOSPITALARES EIRELI,990,990
25.000.001923.2021R1,DISPENSA DE LICITAÇÃO,3/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,3/11/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL ,Suplementos e Leite Fórmula,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,7.56,7560
252.150.001.812.021,DISPENSA DE LICITAÇÃO,3/11/2021,3,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,SES,AQUISIÇÃO DE MATERIAL DE LIMPEZA,3/11/2021,AQUISIÇÃO DE MATERIAL DE LIMPEZA,Materiais de Expediente,33.932.061/0001-46 - LEÃO COMÉRCIO DE MULTI UTILIDADES LTDA,75.266,75266
252.340.000.412.021,DISPENSA DE LICITAÇÃO,3/11/2021,1,LACEN - LABORATORIO CENTRAL DE SAÚDE PÚBLICA,SES,AQUISIÇÃO DE TESTES E CONCESSÃO DE EQUIPAMENTOS E PERIFÉRICOS EM COMODATO PARA  TRIAGEM NEONATAL,3/11/2021,AQUISIÇÃO DE TESTES E CONCESSÃO DE EQUIPAMENTOS E PERIFÉRICOS EM COMODATO PARA  TRIAGEM NEONATAL,Materiais e Equipamentos Hospitalares,02.771.724/0001-64 - MULT DIAGNOSTICA LTDA,2.280.000,2280000
252.412.111.012.021,DISPENSA DE LICITAÇÃO,3/11/2021,1,SES/UNIDADE DE PRONTO ATENDIMENTO SANTA RITA - UPA,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE IMPRESSORAS ,3/11/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE IMPRESSORAS ,Serviços Gráficos e de Impressão,40.938.508/0001-50 - MAQ-LAREM MAQUINAS MOV. E EQUIPAMENTOS LTDA,14.22,14220
300.001.057.392.021,DISPENSA DE LICITAÇÃO,3/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL CASA DE ATEND. A CRIANÇAS E ADOLESC. COM TRANSTORNO ESPECTRO AUTISTA - TEA EM CG,3/11/2021,LOCAÇÃO DE IMÓVEL CASA DE ATEND. A CRIANÇAS E ADOLESC. COM TRANSTORNO ESPECTRO AUTISTA - TEA EM CG,Locação de Imóvel,14.101.525/0001-28 - SKR PATRIMONIAL ADMINISTRADORA DE BENS IMOVEIS LTDA,10,10000
250.000.012.282.021,DISPENSA DE LICITAÇÃO,4/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,4/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,Compra de Medicamentos,30.553.793/0001-37 - JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,176.554,176554
250.000.018.592.021,DISPENSA DE LICITAÇÃO,4/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,ADEQUAÇÕES NA INSTALAÇÃO DO TOMÓGRAFO - TRAUMA DE JOÃO PESSOA - PB,4/11/2021,ADEQUAÇÕES NA INSTALAÇÃO DO TOMÓGRAFO - TRAUMA DE JOÃO PESSOA - PB,Obras e serviços de engenharia,33.444.745/0001-07 - EXATA CONSTRUÇÕES ENGENHARIA E IMOBILIARIA LTDA,54.498,54498
250.000.019.242.021,DISPENSA DE LICITAÇÃO,4/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (APTAMIL PEPTI LATA 400G),4/11/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (APTAMIL PEPTI LATA 400G),Suplementos e Leite Fórmula,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,1.887,1887
250.000.011.892.021,DISPENSA DE LICITAÇÃO,5/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (DEFERIPRONA 500 MG,,,Compra de Medicamentos,,,
250.000.019.222.021,DISPENSA DE LICITAÇÃO,5/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,5/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,35.753.111/0001-53 - NORD PRODUTOS EM SAUDE LTDA,107.788,107788
250.000.019.312.021,DISPENSA DE LICITAÇÃO,8/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (REF. NOVAMIL RICE LATA 400G),8/11/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (REF. NOVAMIL RICE LATA 400G),Suplementos e Leite Fórmula,08.077.211/0001-34 - TS COMERCIAL DE MEDICAMENTOS E REPRESENTAÇÃO LTDA - ME,9.336,9336
250.000.021.362.021,DISPENSA DE LICITAÇÃO,8/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,8/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,60.103,60103
252.380.002.082.021,DISPENSA DE LICITAÇÃO,8/11/2021,1,SES/HOSPITAL GERAL DE MAMANGUAPE,SES,CONTRATO - LOCAÇÃO DE EQUIPAMENTOS LABORATORIAIS,8/11/2021,CONTRATO - LOCAÇÃO DE EQUIPAMENTOS LABORATORIAIS,Locação de Imóvel,18.032.947/0001-40 - BRASILAB - PRODUTOS E SERVICOS LABORATORIAIS LTDA,51.65,51650
262.010.182.332.021,DISPENSA DE LICITAÇÃO,8/11/2021,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,AQUISIÇÃO DE 17 NOTEBOOKS PARA PREMIAÇÃO DE ALUNOS DO PROGRAMA  DESAFIO NOTA 1000 ,8/11/2021,AQUISIÇÃO DE 17 NOTEBOOKS PARA PREMIAÇÃO DE ALUNOS DO PROGRAMA  DESAFIO NOTA 1000 ,Compra de material permanente,02.674.088/0001-52 - QUALITECH COMERCIO E SERVICOS DE INFORMATICA EIRELI,59.483,59483
262.010.209.572.021,DISPENSA DE LICITAÇÃO,8/11/2021,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,SERVIÇO EMERGENCIAL DE RECUPERAÇÃO DA COBERTA,8/11/2021,SERVIÇO EMERGENCIAL DE RECUPERAÇÃO DA COBERTA,Obras e serviços de engenharia,02.988.512/0001-33 - SC2 CONSTRUTORA LTDA,346.43,346430
300.000.082.262.021,DISPENSA DE LICITAÇÃO,8/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL 3ª CIA DO 12º BPM EM SÃO BENTO,8/11/2021,LOCAÇÃO DE IMÓVEL 3ª CIA DO 12º BPM EM SÃO BENTO,Locação de Imóvel,864.904.604-59 - MARCOS RODRIGUES MARIZ,2.1,2100
190.000.163.722.021,DISPENSA DE LICITAÇÃO,9/11/2021,1,SECRETARIA DE ESTADO DA ADMINISTRAÇÃO,SEAD,FORNECIMENTO DE SOLUÇÃO PARA GESTÃO E OPERACIONALIZAÇÃO DE CONSIGNADOS,,,Contratação de serviços em geral,,,
250.000.005.362.021,DISPENSA DE LICITAÇÃO,9/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,CONTRATAÇÃO EMERGENCIAL DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE HOMECARE ,,,Contratação de serviços em geral,,,
250.000.012.512.021,DISPENSA DE LICITAÇÃO,9/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (PERTUZUMABE 420MG/ML),,,Compra de Medicamentos,,,
250.000.018.412.021,DISPENSA DE LICITAÇÃO,9/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO NUTRICIONAL (REF. NOVAMIL RICE LATA 400G),,,Suplementos e Leite Fórmula,,,
250.008.095.652.021,DISPENSA DE LICITAÇÃO,9/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE PRÓTESE,,,Materiais e Equipamentos Hospitalares,,,
300.002.686.602.021,DISPENSA DE LICITAÇÃO,9/11/2021,1,ENCARGOS GERAIS DO ESTADO,SEFAZ,LOCAÇÃO DE IMÓVEL DELEGACIA DE POLÍCIA CIVIL EM MONTEIRO,,,Locação de Imóvel,,,
250.000.016.392.021,DISPENSA DE LICITAÇÃO,11/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE APARELHO BIPAP,,,Materiais e Equipamentos Hospitalares,,,
250.000.017.272.021,DISPENSA DE LICITAÇÃO,11/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO  ,,,Compra de Medicamentos,,,
250.000.021.382.021,DISPENSA DE LICITAÇÃO,11/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,,,Compra de Medicamentos,,,
250.000.022.732.021,DISPENSA DE LICITAÇÃO,11/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,,,Compra de Medicamentos,,,
252.040.001.942.021,DISPENSA DE LICITAÇÃO,12/11/2021,1,SES/COMPLEXO DE SAÚDE JULIANO MOREIRA,SES,SERVIÇO DE ADEQUAÇÃO DA SUBESTAÇÃO AÉREA DE ELETRICIDADE.,,,Obras e serviços de engenharia,,,
250.000.017.322.021,DISPENSA DE LICITAÇÃO,16/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (AMBRISENTANA DE 05 E DE 10MG),16/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (AMBRISENTANA DE 05 E DE 10MG),Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,142.062,142062
250.000.020.142.021,DISPENSA DE LICITAÇÃO,16/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,16/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,24.315,24315
250.000.021.022.021,DISPENSA DE LICITAÇÃO,16/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CIPROFIBRATO 100G),16/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (CIPROFIBRATO 100G),Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,32.587,32587
250.000.023.632.021,DISPENSA DE LICITAÇÃO,16/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,16/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,34.8,34800
262.010.082.322.021,DISPENSA DE LICITAÇÃO,16/11/2021,1,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,AQUISIÇÃO DE CÂMERAS DE INSPEÇÃO VEICULAR,16/11/2021,AQUISIÇÃO DE CÂMERAS DE INSPEÇÃO VEICULAR,Materiais de Expediente,04.160.889/0001-25 - ROTHENBERGER DO BRASIL LTDA,258,258000
250.000.016.282.021,DISPENSA DE LICITAÇÃO,17/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TERIPARATIDA 250MCG/ML) ,17/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TERIPARATIDA 250MCG/ML) ,Compra de Medicamentos,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,3.675.051,3675051
250.000.022.712.021,DISPENSA DE LICITAÇÃO,17/11/2021,2,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,17/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,2.263,2263
250.000.023.892.021,DISPENSA DE LICITAÇÃO,17/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR ,17/11/2021,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR ,Suplementos e Leite Fórmula,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRICAO ENTERAL E PARENTERAL - CENEP LTDA,2.1,2100
252.410.000.022.021,DISPENSA DE LICITAÇÃO,17/11/2021,1,SES/UNIDADE DE PRONTO ATENDIMENTO SANTA RITA - UPA,SES,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LAVANDERIA HOSPITALAR,17/11/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE LAVANDERIA HOSPITALAR,Contratação de serviços em geral,13.583.677/0001-41 - HOSPLAV LAVANDERIA HOSPITALAR LTDA,21,21000
262.010.058.502.021,DISPENSA DE LICITAÇÃO,17/11/2021,4,SEDS/DEPARTAMENTO ESTADUAL DE TRÂNSITO DO ESTADO DA PARAÍBA,DETRAN,AQUISIÇÃO EMERGENCIAL DE MATERIAL DE EXPEDIENTE ,17/11/2021,AQUISIÇÃO EMERGENCIAL DE MATERIAL DE EXPEDIENTE ,Materiais de Expediente,35.044.590/0001-39 - JR COMERCIO DE UTILIDADES EIRELI,55.545,55545
212.040.016.142.021,DISPENSA DE LICITAÇÃO,18/11/2021,1,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,SETDE,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS E FERRAMENTAS DA TECNOLOGIA DA INFORMAÇÃO,18/11/2021,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS E FERRAMENTAS DA TECNOLOGIA DA INFORMAÇÃO,Serviços de TI,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,6.26,6260
252.160.025.432.021,DISPENSA DE LICITAÇÃO,18/11/2021,2,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SES,AQUISIÇÃO DE LEITE,,,Alimentação para Animais,,,
250.000.012.162.021,DISPENSA DE LICITAÇÃO,19/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SACARATO DE HIDRÓXIDO FÉRRICO 100MG/ML),19/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SACARATO DE HIDRÓXIDO FÉRRICO 100MG/ML),Compra de Medicamentos,43.208.384/0001-45 - PARAGON FARMACEUTICA LTDA,548.168,548168
250.000.016.462.021,DISPENSA DE LICITAÇÃO,19/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (NINTEDANIBE SAL ESILATO 150MG),19/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (NINTEDANIBE SAL ESILATO 150MG),Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,259.275,259275
250.000.017.282.021,DISPENSA DE LICITAÇÃO,19/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ACITRETINA 25MG),19/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (ACITRETINA 25MG),Compra de Medicamentos,11.563.145/0001-17 - COMERCIAL MOSTAERT LIMITADA,71.44,71440
250.000.017.312.021,DISPENSA DE LICITAÇÃO,19/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AMANTADINA 100MG),19/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (AMANTADINA 100MG),Compra de Medicamentos,07.484.373/0001-24 - UNI HOSPITALAR LTDA,29.251,29251
250.000.018.952.021,DISPENSA DE LICITAÇÃO,22/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS MONOBLOCO,22/11/2021,AQUISIÇÃO EMERGENCIAL DE CADEIRA DE RODAS MONOBLOCO,Materiais e Equipamentos Hospitalares,01.056.551/0001-30 - MARICLEIDE BARBOSA DINIZ (ORTOPEDIA CAMPINENSE),3.6,3600
250.000.023.922.021,DISPENSA DE LICITAÇÃO,22/11/2021,1,SECRETARIA DE ESTADO DA SAÚDE,SES,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TESTOSTERONA SAL UNDECILATO 250MG/ML) ,22/11/2021,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (TESTOSTERONA SAL UNDECILATO 250MG/ML) ,Compra de Medicamentos,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,921,921
