Textbox2,NumPregão2,DataCriacao1,NumParticipantes,Orgao2,Modalidade2,Órgão,Data de Abertura,Objeto,Razão Social,Total Adjudicado,Valor
280.000.001.692.022,DISPENSA DE LICITAÇÃO,27/04/2022,1,PROJETO COOPERAR,SOLICITA AQUISIÇÃO DE 10 (DEZ) SMARTPHONES PARA ATENDER NECESSIDADE DO PROJETO COOPERAR,PROJETO COOPERAR,27/04/2022,SOLICITA AQUISIÇÃO DE 10 (DEZ) SMARTPHONES PARA ATENDER NECESSIDADE DO PROJETO COOPERAR,43.905.981/0001-29 - GNBTECH SUPPLY TECNOLOGIA LTDA,19.89,19890
300.000.038.612.022,DISPENSA DE LICITAÇÃO,27/04/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL PELOTÃO DA POLICIA MILITAR EM COREMAS,ENCARGOS GERAIS DO ESTADO,27/04/2022,LOCAÇÃO DE IMÓVEL PELOTÃO DA POLICIA MILITAR EM COREMAS,236.721.884-68 - REGINALDO CAVALCANTE,1.35,1350
300.001.008.532.022,DISPENSA DE LICITAÇÃO,27/04/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL COMPONENTE ESP. DE ASSIST. FARMAUCÊUTICA - CEAF EM JOÃO PESSOA,ENCARGOS GERAIS DO ESTADO,27/04/2022,LOCAÇÃO DE IMÓVEL COMPONENTE ESP. DE ASSIST. FARMAUCÊUTICA - CEAF EM JOÃO PESSOA,203.324.084-34 - ELIANA COSTA DE LACERDA,5.99,5990
300.001.404.302.022,DISPENSA DE LICITAÇÃO,27/04/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL ECI DR. JOSÉ DUARTE FILHO EM UIRAÚNA,ENCARGOS GERAIS DO ESTADO,27/04/2022,LOCAÇÃO DE IMÓVEL ECI DR. JOSÉ DUARTE FILHO EM UIRAÚNA,015.939.554-21 - MANOEL ALVES DA SILVA JÚNIOR,4.25,4250
312.050.031.542.022,DISPENSA DE LICITAÇÃO,27/04/2022,1,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,AQUISIÇÃO DE COLETES,,,,,,
250.000.013.762.022,DISPENSA DE LICITAÇÃO,28/04/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 800MG) ,SECRETARIA DE ESTADO DA SAÚDE,28/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (MESALAZINA 800MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,221.27,221270
250.000.013.862.022,DISPENSA DE LICITAÇÃO,28/04/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,28/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,51.780.468/0002-68 - JANSSEN-CILAG FARMACEUTICA LTDA,146.851,146851
252.420.000.332.022,DISPENSA DE LICITAÇÃO,28/04/2022,1,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE IMPRESSORAS MULTIFUNCIONAIS,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,28/04/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LOCAÇÃO DE IMPRESSORAS MULTIFUNCIONAIS,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,9.96,9960
250.000.013.752.022,DISPENSA DE LICITAÇÃO,29/04/2022,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,SECRETARIA DE ESTADO DA SAÚDE,29/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS DIVERSOS ,15.218.561/0001-39 - NNMED - DISTRIBUICAO,,
250.000.019.542.022,DISPENSA DE LICITAÇÃO,29/04/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,29/04/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,317.1,317100
252.030.003.582.022,DISPENSA DE LICITAÇÃO,29/04/2022,7,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,EMERGENCIAL MATERIAIS MÉDICOS,SES/COMPLEXO DE SAÚDE DE CRUZ DAS ARMAS,29/04/2022,EMERGENCIAL MATERIAIS MÉDICOS,12.040.718/0001-90 - GRADUAL COMERCIO E SERVICOS EIRELI,318.745,318745
199.010.001.292.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,AQUISIÇÃO DE TINTAS PARA PINTURA DA ESPEP,SEAD/FUNDO ESPECIAL DE DESENVOLVIMENTO DE RECURSOS HUMANOS,2/5/2022,AQUISIÇÃO DE TINTAS PARA PINTURA DA ESPEP,09.357.813/0001-08 - HORZ INDÚSTRIA E COMÉRCIO DE TINTAS E VERNIZES LTDA,17.563,17563
222.040.004.052.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM VENDA E RECARGA PARCELADA DE BOTIJÃO DE GÁS BUTANO ,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,2/5/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM VENDA E RECARGA PARCELADA DE BOTIJÃO DE GÁS BUTANO ,03.092.570/0001-47 - REVENDEDORA DE GAS DO BRASIL LTDA,23.719,23719
250.000.010.752.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR PKY MAIOR QUE UM ANO,SECRETARIA DE ESTADO DA SAÚDE,2/5/2022,AQUISIÇÃO EMERGENCIAL DE SUPLEMENTO ALIMENTAR PKY MAIOR QUE UM ANO,29.329.985/0001-85 - MEDERI DISTRIBUICAO E IMPORTACAO DE PRODUTOS PARA SAUDE LTDA,97.801,97801
250.000.024.582.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,2/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,793.665,793665
252.400.000.842.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SERVIÇO DE LOCAÇÃO DE SISTEMA DE CFTV FULL COM INSTALAÇÃO,,,,,,
300.001.608.132.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL ANEXO II DA MATERNIDADE FREI DAMIÃO EM JOÃO PESSOA,ENCARGOS GERAIS DO ESTADO,2/5/2022,LOCAÇÃO DE IMÓVEL ANEXO II DA MATERNIDADE FREI DAMIÃO EM JOÃO PESSOA,069.858.154-72 - ESPEDITA BEZERRA DE LIMA,20.9,20900
380.000.000.792.022,DISPENSA DE LICITAÇÃO,2/5/2022,1,POLICIA CIVIL DO ESTADO DA PARAIBA,SOLUÇÃO REUNIÕES VIRTUAIS ,POLICIA CIVIL DO ESTADO DA PARAIBA,2/5/2022,SOLUÇÃO REUNIÕES VIRTUAIS ,24.544.987/0001-73 - JOSÉ CARLOS RODRIGUES VELOSO,17.918,17918
250.000.018.122.022,DISPENSA DE LICITAÇÃO,3/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,SECRETARIA DE ESTADO DA SAÚDE,3/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,04.307.650/0025-02 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,106.078,106078
252.370.001.442.022,DISPENSA DE LICITAÇÃO,3/5/2022,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),AQUISICAO  DE PANIFICADOS,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),3/5/2022,AQUISICAO  DE PANIFICADOS,09.269.135/0001-21 - PANIFICADORA E PASTELARIA VITORIA LTDA - ME,53.31,53310
250.000.018.052.022,DISPENSA DE LICITAÇÃO,4/5/2022,3,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,4/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,248.878,248878
250.000.026.172.022,DISPENSA DE LICITAÇÃO,4/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,4/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,760.096,760096
252.160.006.222.022,DISPENSA DE LICITAÇÃO,4/5/2022,1,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS RADIOLOGICOS COM FORNECIMENTO DE PEÇAS,SES/HOSPITAL DE TRAUMAS DE CAMPINA GRANDE,4/5/2022,SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS RADIOLOGICOS COM FORNECIMENTO DE PEÇAS,19.692.519/0001-06 - DARIO RODRIGUES DA SILVA,279,279000
252.370.001.522.022,DISPENSA DE LICITAÇÃO,4/5/2022,1,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),AQUISICAO DE AGUA MINERAL,SES/MATERNIDADE DR. PEREGRINO FILHO (PATOS),4/5/2022,AQUISICAO DE AGUA MINERAL,26.862.173/0001-02 - JOSE SANTOS NETO,36,36000
70.000.001.902.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,SECRETARIA DE ESTADO DA JUVENTUDE,,,,,,,
250.000.013.822.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,5/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,60.665.981/0009-75 - UNIAO QUIMICA FARMACEUTICA NACIONAL S A,301.028,301028
250.000.018.142.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,SECRETARIA DE ESTADO DA SAÚDE,5/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,02.513.899/0001-71 - GRIFOLS BRASIL LTDA,108,108000
250.000.019.532.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (VEDOLIZUMABE 300MG PÓ INJETÁVEL),SECRETARIA DE ESTADO DA SAÚDE,5/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (VEDOLIZUMABE 300MG PÓ INJETÁVEL),09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,83.6,83600
252.130.002.022.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS LABORATORIAIS E HOSPITALARES,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,5/5/2022,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÃO CORRETIVA DE EQUIPAMENTOS LABORATORIAIS E HOSPITALARES,07.314.245/0001-32 - JOSE FRANCISCO DE MOURA FILHO - ME,538.338,538338
252.150.000.432.022,DISPENSA DE LICITAÇÃO,5/5/2022,6,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,AQUISIÇÃO DE DIETAS ENTERAIS,SES/HOSPITAL DE TRAUMAS DE JOÃO PESSOA,5/5/2022,AQUISIÇÃO DE DIETAS ENTERAIS,07.160.019/0001-44 - VITALE COMÉRCIO LTDA,495.794,495794
252.420.000.342.022,DISPENSA DE LICITAÇÃO,5/5/2022,3,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,AQUISIÇÃO DE MEDICAMENTOS,SES/UNIDADE DE PRONTO ATENDIMENTO GUARABIRA - UPA,5/5/2022,AQUISIÇÃO DE MEDICAMENTOS,03.246.587/0001-01 - SUFRAMED COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,74.408,74408
270.000.000.552.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,SERVIÇO DE LOCAÇÃO DE MÁQUINAS DE IMPRESSÃO,SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO,5/5/2022,SERVIÇO DE LOCAÇÃO DE MÁQUINAS DE IMPRESSÃO,02.914.690/0001-10 - COPY LINE COMERCIO E SERVICOS LTDA,52.8,52800
300.001.008.372.022,DISPENSA DE LICITAÇÃO,5/5/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL DEPOSITO DE MERCADORIAS DA 3ª GERÊNVIA DA SEFAZ-PB EM CAMPINA GRANDE,ENCARGOS GERAIS DO ESTADO,5/5/2022,LOCAÇÃO DE IMÓVEL DEPOSITO DE MERCADORIAS DA 3ª GERÊNVIA DA SEFAZ-PB EM CAMPINA GRANDE,498.935.804-04 - PAULO ROGÉRIO DE SOUZA REGO,18.5,18500
212.040.015.302.022,DISPENSA DE LICITAÇÃO,6/5/2022,1,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GESTÃO DE INFORMAÇÕES EM AMBIENTES DIGITAIS. ,SETDE/INSTITUTO DE METROLOGIA E QUALIDADE INDUSTRIAL DA PARAÍBA,6/5/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GESTÃO DE INFORMAÇÕES EM AMBIENTES DIGITAIS. ,09.189.499/0001-00 - COMPANHIA DE PROC.DE DADOS DA PARAIBA - CODATA,40.992,40992
250.000.024.392.022,DISPENSA DE LICITAÇÃO,6/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,6/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,18.459.628/0001-15 - BAYER SA,447.923,447923
312.050.033.942.022,DISPENSA DE LICITAÇÃO,6/5/2022,1,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,AQUISIÇÃO DE MEMBRANAS FILTRANTES E COMPONENTES,SECTMA/SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MEIO AMBIENTE,6/5/2022,AQUISIÇÃO DE MEMBRANAS FILTRANTES E COMPONENTES,33.069.212/0008-50 - MERCK S/A,19.012,19012
250.000.026.062.022,DISPENSA DE LICITAÇÃO,9/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,9/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,43.940.618/0001-44 - ELI LILLY DO BRASIL LTDA,93.384,93384
250.000.026.202.022,DISPENSA DE LICITAÇÃO,9/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,9/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,56.994.502/0027-79 - NOVARTIS BIOCIENCIAS SA,77.858,77858
250.002.211.062.022,DISPENSA DE LICITAÇÃO,9/5/2022,2,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,9/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,43.640.754/0001-19 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,219.081,219081
280.000.001.932.022,DISPENSA DE LICITAÇÃO,9/5/2022,1,PROJETO COOPERAR,CONFECÇAO DE BONES E CHAPEU,PROJETO COOPERAR,9/5/2022,CONFECÇAO DE BONES E CHAPEU,19.754.582/0001-20 - GIAVANA ARRUDA DA SILVA 02612954465,12.2,12200
222.040.123.182.022,DISPENSA DE LICITAÇÃO,10/5/2022,1,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE RAÇÃO ANIMAL E INSUMOS,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,10/5/2022,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE RAÇÃO ANIMAL E INSUMOS,08.776.635/0001-97 - AM PEREIRA ABRANTES EIRELI,124.56,124560
252.050.123.202.022,DISPENSA DE LICITAÇÃO,10/5/2022,1,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,AQUISIÇÃO DE TECIDOS,SES/COMPLEXO DE SAÚDE CLEMENTINO FRAGA,10/5/2022,AQUISIÇÃO DE TECIDOS,05.765.913/0001-12 - VENDE TUDO MAGAZINE LTDA,10.96,10960
252.130.002.292.022,DISPENSA DE LICITAÇÃO,10/5/2022,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,CONTRATAÇÃO DE SERVIÇO PARA REALIZAÇÃO DOS EXAMES DE CARDIOLOGIA.,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,10/5/2022,CONTRATAÇÃO DE SERVIÇO PARA REALIZAÇÃO DOS EXAMES DE CARDIOLOGIA.,42.708.237/0001-71 - SERV SAÚDE CLÍNICA E SERVIÇOS MÉDICOS LTDA,399.199,399199
252.400.001.052.022,DISPENSA DE LICITAÇÃO,10/5/2022,1,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,SERVIÇO DE LOCAÇÃO DE UM GRUPO GERADOR,SES/HOSPITAL DE CLINICAS DE CAMPINA GRANDE,10/5/2022,SERVIÇO DE LOCAÇÃO DE UM GRUPO GERADOR,15.353.461/0001-15 - AMBAR SERVICOS EIRELI,77.4,77400
260.000.002.152.022,DISPENSA DE LICITAÇÃO,10/5/2022,1,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO SESDS 2022,SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL,10/5/2022,AQUISIÇÃO DE MATERIAL DE CONSTRUÇÃO SESDS 2022,10.297.921/0001-11 - S. AR BRASIL COM.DE MAT.DE CONSTRUCAO,,
220.000.079.212.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,AQUISIÇÃO DE VASILHAME PLÁSTICO PARA ÁGUA MINERAL,SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CIÊNCIA E TECNOLOGIA,11/5/2022,AQUISIÇÃO DE VASILHAME PLÁSTICO PARA ÁGUA MINERAL,00.799.421/0001-24 - MARIA DO SOCORRO SANTOS BASILIO,2.52,2520
222.040.004.062.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO PARCELADO DE ÁGUA MINERAL ,SEE/UNIVERSIDADE ESTADUAL DA PARAÍBA,11/5/2022,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO PARCELADO DE ÁGUA MINERAL ,12.327.013/0001-59 - OSMAR BRAGA FILHO - ME,1.975,1975
250.000.011.072.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,SECRETARIA DE ESTADO DA SAÚDE,11/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,56.994.502/0027-79 - NOVARTIS BIOCIENCIAS SA,132.714,132714
250.000.013.782.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,11/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,433.216,433216
250.000.019.322.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,11/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,26.921.908/0002-02 - HOSPFAR IND.E COM.DE PRODS.HOSP.LTDA,62.875,62875
250.000.023.222.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,11/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,146.07,146070
250.000.023.552.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SELUMETINIBE 10MG) ,SECRETARIA DE ESTADO DA SAÚDE,11/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO (SELUMETINIBE 10MG) ,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,661.723,661723
252.130.002.282.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS TERCEIRIZADOS DE DIAGNÓSTICOS POR IMAGEM COM ENTREGA DE LAUDO.,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/5/2022,CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS TERCEIRIZADOS DE DIAGNÓSTICOS POR IMAGEM COM ENTREGA DE LAUDO.,12.064.831/0001-06 - BARBOSA & ARCELINO SERVICOS DE SAÚDE LTDA,2.538.600,2538600
252.130.002.382.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE.,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/5/2022,AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE.,13.094.898/0001-56 - ELIANE DO NASCIMENTO CAMPOS,213.507,213507
252.130.002.402.022,DISPENSA DE LICITAÇÃO,11/5/2022,1,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS,SES/COMPLEXO DE SAÚDE DE CAJAZEIRAS,11/5/2022,AQUISIÇÃO DE MATERIAIS DESCARTÁVEIS,18.535.927/0001-91 - MARX RANIELDES SOARES DE SOUZA,514.266,514266
250.000.019.382.022,DISPENSA DE LICITAÇÃO,12/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,12/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,08.958.628/0002-97 - ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA,356.925,356925
250.000.026.092.022,DISPENSA DE LICITAÇÃO,12/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,12/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,95.462,95462
250.000.028.892.022,DISPENSA DE LICITAÇÃO,12/5/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (NIVOLUMABE 10MG/ML FA 10ML E IPILIMUMABE 5MG/ML FA 10ML)  ,SECRETARIA DE ESTADO DA SAÚDE,12/5/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS (NIVOLUMABE 10MG/ML FA 10ML E IPILIMUMABE 5MG/ML FA 10ML)  ,56.998.982/0031-22 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,298.494,298494
300.000.505.352.022,DISPENSA DE LICITAÇÃO,12/5/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA TERMINAL RODOVIÁRIO EM JOÃO PESSOA,ENCARGOS GERAIS DO ESTADO,12/5/2022,LOCAÇÃO DE IMÓVEL CASA DA CIDADANIA TERMINAL RODOVIÁRIO EM JOÃO PESSOA,241.336.475-72 - GILBERTO TORRES DE MENEZES JUNIOR,15,15000
300.001.700.512.022,DISPENSA DE LICITAÇÃO,12/5/2022,1,ENCARGOS GERAIS DO ESTADO,LOCAÇÃO DE IMÓVEL ALMOXARIFADO DO HEMO DA PB E DA GER EXEC DE VIG EM SAÚDE EM JOÃO PESSOA,ENCARGOS GERAIS DO ESTADO,12/5/2022,LOCAÇÃO DE IMÓVEL ALMOXARIFADO DO HEMO DA PB E DA GER EXEC DE VIG EM SAÚDE EM JOÃO PESSOA,12.990.849/0001-39 - RR PARTICIPAÇÕES E ADMINISTRAÇÃO LTDA,7,7000
250.000.024.412.022,DISPENSA DE LICITAÇÃO,13/05/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,SECRETARIA DE ESTADO DA SAÚDE,13/05/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO ,33.009.945/0002-04 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A,95.462,95462
250.000.026.892.022,DISPENSA DE LICITAÇÃO,13/05/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,SECRETARIA DE ESTADO DA SAÚDE,13/05/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS,56.998.982/0001-07 - BRISTOL  MYERS SQUIBB FARMACEUTICA LTDA,232.292,232292
250.000.027.492.022,DISPENSA DE LICITAÇÃO,13/05/2022,1,SECRETARIA DE ESTADO DA SAÚDE,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,SECRETARIA DE ESTADO DA SAÚDE,13/05/2022,AQUISIÇÃO EMERGENCIAL DE MEDICAMENTO,56.994.502/0026-98 - NOVARTIS BIOCIÊNCIAS S.A.,146.522,146522
